	userID	nb.Ratings	mean	sd	max	min	med
699	687	21	3,48	0,87	5	2	4
700	695	38	3,29	1,31	5	1	4
701	675	34	3,71	1,36	5	1	4
702	708	105	3,2	1,27	5	1	3
703	709	138	3,57	1,01	5	1	4
704	711	221	3,86	1,02	5	1	4
705	710	86	3,7	0,81	5	1	4
706	712	162	3,77	0,91	5	1	4
707	715	167	3,38	1,06	5	1	4
708	713	30	2,97	0,89	5	1	3
709	716	269	3,89	1,04	5	1	4
710	681	22	3,23	1,48	5	1	3,5
711	678	28	3,43	1	5	1	3
712	719	67	3,1	1,21	5	1	3
713	702	31	2,45	1,52	5	1	2
714	721	168	3,54	1,02	5	1	3
715	714	44	3,52	1,05	5	1	3
716	717	93	3,71	1,13	5	1	4
717	718	39	3,69	1,06	5	1	4
718	696	29	3,93	1,22	5	1	4
719	722	42	3,62	0,82	5	2	4
720	724	85	2,16	1,32	5	1	2
721	727	322	3,04	1,03	5	1	3
722	725	25	3,8	0,96	5	1	4
723	706	29	3,31	1,2	5	1	4
724	720	30	3,97	0,76	5	2	4
725	729	21	2,86	1,24	5	1	3
726	726	24	3	1,29	5	1	3
727	728	26	3,58	0,76	5	2	4
728	703	47	3,53	1,06	5	1	4
729	738	148	3,68	0,83	5	2	4
730	736	24	3	1,41	5	1	3
731	734	64	3,61	1,02	5	1	4
732	730	38	3,24	1,17	5	1	3
733	743	35	3,69	1,11	5	1	4
734	742	26	3,46	1,1	5	1	4
735	737	33	3,97	1,02	5	1	4
736	733	107	3,03	1,06	5	1	3
737	745	60	3,1	1,3	5	1	3
738	740	20	3,4	0,99	5	1	3,5
739	735	53	3,32	0,98	5	1	3
740	747	293	4,05	1,13	5	1	4
741	723	22	3,27	0,94	5	1	3
742	739	35	3,6	1,54	5	1	4
743	749	305	3,62	0,96	5	1	4
744	748	108	3,72	0,78	5	1	4
745	746	67	3,64	1,01	5	1	4
746	731	83	3,39	1,44	5	1	4
747	750	33	3,09	1,04	4	1	3
748	741	104	3,46	1,04	5	1	3
749	751	168	3,54	1,07	5	1	4
750	756	109	3,19	0,99	5	1	3
751	757	166	3,37	0,77	5	1	3
752	752	73	3,21	1,21	5	1	3
753	758	357	3,88	1,03	5	1	4
754	732	20	3,7	1,38	5	1	4
755	762	21	3,05	1,69	5	1	3
756	744	27	3,85	0,86	5	2	4
757	754	34	3,38	0,89	5	1	3
758	753	57	3,6	1,19	5	1	4
759	763	129	3,78	0,88	5	2	4
760	764	109	3,69	0,88	5	1	4
761	767	37	4,43	0,55	5	3	4
762	769	29	3,07	1,03	5	1	3
763	755	38	3,11	1,27	5	1	3
764	771	70	3,71	1,34	5	1	4
765	768	64	3,27	1,16	5	1	3
766	773	161	3,28	1,2	5	1	3
767	765	23	4,09	1,12	5	2	4
768	772	33	4	0,83	5	2	4
769	766	175	3,35	0,84	5	1	3
770	774	224	2,06	1,14	5	1	2
771	760	41	3,24	1,2	5	1	3
772	761	66	2,85	1,43	5	1	3
773	777	36	4,06	1,24	5	1	4
774	759	32	4,06	0,95	5	2	4
775	776	105	3,47	1,12	5	1	4
776	780	55	3,87	1,09	5	1	4
777	779	37	3,92	0,76	5	2	4
778	778	65	2,95	1,23	5	1	3
779	782	232	2,79	0,88	5	1	3
780	786	117	3,87	0,89	5	1	4
781	784	39	3,85	0,67	5	3	4
782	770	64	4,3	0,87	5	2	5
783	788	249	3,34	0,91	5	1	3
784	789	33	3,67	1,05	5	1	4
785	790	231	3,02	0,99	5	1	3
786	787	57	3,14	1,06	5	1	3
787	783	30	3,87	0,86	5	1	4
788	785	27	3,7	0,82	5	2	4
789	794	39	4,31	0,73	5	2	4
790	781	42	3,79	1,28	5	1	4
791	796	358	3,6	1,06	5	1	4
792	795	159	3,13	0,89	5	1	3
793	793	55	3,51	0,77	5	2	3
794	798	239	3,33	0,93	5	1	3
795	791	25	3,8	1,12	5	1	4
796	802	75	3,49	0,96	5	1	4
797	800	28	3,75	0,65	5	2	4
798	804	332	3,67	0,8	5	1	4
799	803	33	3,09	1,44	5	1	3
800	775	28	3,79	0,79	5	2	4
801	792	47	3,13	0,85	5	1	3
802	799	24	4	0,83	5	2	4
803	805	273	3,35	1,21	5	1	3
804	806	140	3,64	0,97	5	1	4
805	807	204	3,89	0,83	5	1	4
806	797	26	2,65	1,23	5	1	2
807	801	26	4,04	1,15	5	1	4
808	809	20	3,45	1,28	5	1	3,5
809	815	183	3,74	1,14	5	1	4
810	817	36	3,36	0,9	5	1	3,5
811	821	62	4,34	0,87	5	2	5
812	818	21	3,48	1,25	5	1	4
813	814	35	2,97	0,71	4	2	3
814	812	20	3,5	1,24	5	1	4
815	823	185	4,01	0,93	5	1	4
816	825	145	3,61	1,07	5	1	4
817	827	28	3,25	0,65	5	2	3
818	829	64	3,55	0,82	5	1	4
819	811	21	4,14	0,91	5	2	4
820	830	106	3,75	1,16	5	1	4
821	826	115	3,83	0,83	5	2	4
822	831	73	3,52	1,17	5	1	4
823	819	28	4,07	1,02	5	1	4
824	828	104	3,12	1,08	5	1	3
825	808	23	4,13	1,01	5	1	4
826	835	102	4,15	0,8	5	2	4
827	833	267	3,06	1,27	5	1	3
828	836	50	3,86	1,23	5	1	4
829	816	25	3,84	0,85	5	2	4
830	838	93	4,12	0,72	5	2	4
831	839	57	3,19	1,13	5	1	3
832	840	197	4,14	0,82	5	1	4
833	832	25	2,96	0,79	5	2	3
834	810	26	4,42	0,7	5	3	5
835	844	81	3,51	0,84	5	1	3
836	843	204	2,74	0,82	5	1	3
837	834	54	3,93	0,93	5	2	4
838	846	405	3,74	1,05	5	1	4
839	837	46	3,04	1,3	5	1	3
840	813	29	2,79	1,29	5	1	3
841	842	27	3,74	1,2	5	1	4
842	847	146	3,03	1,16	5	1	3
843	848	150	4,29	1,07	5	1	5
844	822	25	3,12	1,01	5	1	3
845	852	49	3,47	0,82	5	1	3
846	851	209	3,46	1,11	5	1	4
847	849	23	4,87	0,34	5	4	5
848	854	217	3,21	1,03	5	1	3
849	850	51	4,53	0,99	5	1	5
850	858	21	3,43	1,03	5	1	3
851	853	41	2,98	1,08	5	1	3
852	855	23	3,35	0,65	4	2	3
853	824	20	2,6	0,94	4	1	2,5
854	845	31	3,13	1,09	5	1	3
855	841	31	3,9	1,04	5	1	4
856	859	39	3,85	0,9	5	2	4
857	862	165	4,36	0,8	5	2	5
858	856	26	3,42	1,14	5	1	3,5
859	820	21	3	1,34	5	1	3
860	863	107	3,12	1,4	5	1	3
861	860	71	3,24	0,87	5	1	3
862	857	22	3,27	1,45	5	1	3
863	864	294	3,82	0,93	5	1	4
864	865	66	2,29	1,53	5	1	1,5
865	868	208	2,95	1,35	5	1	3
866	867	95	4,26	0,97	5	1	5
867	861	43	4	1,02	5	1	4
868	870	269	3,45	0,97	5	1	4
869	871	115	3,5	0,92	5	2	3
870	875	89	4,19	0,8	5	2	4
871	876	21	4,19	0,81	5	2	4
872	872	71	3,38	0,92	5	1	3
873	866	20	2,7	1,03	4	1	2,5
874	877	81	3,83	0,88	5	1	4
875	873	20	2,9	1,25	5	1	3
876	880	368	3,43	0,98	5	1	4
877	878	134	3,27	1,1	5	1	3
878	869	47	2,87	1,3	5	1	3
879	881	259	3,32	1,18	5	1	3
880	879	29	3,69	0,89	5	2	4
881	883	268	3,93	0,9	5	1	4
882	882	137	4,05	1,01	5	1	4
883	884	43	3,72	1,2	5	1	4
884	886	240	3,36	1,13	5	1	4
885	885	102	3,31	1	5	1	3
886	889	326	3,44	0,87	5	1	3,5
887	874	34	3,82	0,76	5	2	4
888	892	226	4	0,9	5	1	4
889	890	119	3,86	1,12	5	1	4
890	893	59	3,42	0,88	5	1	3
891	887	171	3,92	1,36	5	1	4
892	891	47	4,13	0,85	5	3	4
893	894	245	3,64	0,72	5	1	4
894	896	362	2,98	1,15	5	1	3
895	897	185	3,96	0,99	5	1	4
896	901	124	3,85	1,07	5	1	4
897	899	135	3,53	1,04	5	1	4
898	903	136	3,85	1	5	1	4
899	904	47	3,74	0,9	5	2	4
900	907	147	4,57	0,68	5	2	5
901	905	40	3,27	0,78	5	1	3
902	902	49	3,45	1,12	5	1	3
903	898	30	3,5	1,04	5	1	4
904	895	20	3,75	0,97	5	2	4
905	906	41	3,8	0,71	5	2	4
906	900	45	2,56	1,1	5	1	2
907	908	74	3,55	0,71	5	2	4
908	916	317	3,37	0,89	5	1	3
909	911	98	3,81	0,95	5	1	4
910	912	53	3,81	0,96	5	2	4
911	914	23	3,09	1,28	5	1	3
912	918	103	3,35	1,1	5	1	4
913	919	217	3,47	0,97	5	1	4
914	921	110	3,27	1,13	5	1	3
915	910	60	3,17	1,09	5	1	3
916	913	132	3,52	1,13	5	1	4
917	915	26	3,12	0,95	5	2	3
918	922	127	3,37	1,02	5	1	3
919	923	74	4,15	0,7	5	1	4
920	928	32	4,69	0,69	5	3	5
921	927	120	3,69	1,14	5	1	4
922	924	82	3,76	0,82	5	2	4
923	929	49	3,69	1	5	1	4
924	931	61	3,72	0,9	5	1	4
925	917	35	3,54	1,17	5	1	4
926	932	241	3,97	0,98	5	1	4
927	909	26	4,35	0,8	5	3	5
928	934	174	3,7	0,97	5	1	4
929	933	184	2,65	1,2	5	1	3
930	935	39	3,92	0,87	5	1	4
931	938	108	3,27	1,24	5	1	3
932	940	107	3,46	1,01	5	1	4
933	888	20	4,3	0,57	5	3	4
934	925	32	3,12	0,91	5	1	3
935	942	79	4,27	0,76	5	2	4
936	937	40	3,38	1,21	5	1	4
937	926	20	3,3	0,92	5	1	3
938	943	168	3,41	1,26	5	1	4
939	939	49	4,27	0,97	5	2	5
940	936	142	3,75	0,96	5	1	4
941	930	63	2,97	1,12	5	1	3
942	920	26	3,23	0,82	5	2	3
943	941	22	4,05	0,9	5	2	4
