"movieID"	"title"	"date"	"IMDbURL"	"unknown"	"Action"	"Adventure"	"Animation"	"Children.s"	"Comedy"	"Crime"	"Documentary"	"Drama"	"Fantasy"	"Film.noir"	"Horror"	"Musical"	"Mystery"	"Romance"	"Sci.fi"	"Thriller"	"War"	"Western"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
291	"Absolute Power (1997)"	"14-Feb-1997"	"http://us.imdb.com/M/title-exact?Absolute%20Power%20(1997)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	127	3.37	0.95	5	1	3
292	"Rosewood (1997)"	"21-Feb-1997"	"http://us.imdb.com/M/title-exact?Rosewood%20(1997)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	114	3.67	0.98	5	1	4
293	"Donnie Brasco (1997)"	"28-Feb-1997"	"http://us.imdb.com/M/title-exact?Donnie%20Brasco%20(1997)"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	147	3.8	0.82	5	1	4
294	"Liar Liar (1997)"	"21-Mar-1997"	"http://us.imdb.com/Title?Liar+Liar+(1997)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	485	3.16	1.1	5	1	3
295	"Breakdown (1997)"	"02-May-1997"	"http://us.imdb.com/M/title-exact?Breakdown%20%281997%29"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	77	3.4	1	5	1	3
296	"Promesse, La (1996)"	"16-May-1997"	"http://us.imdb.com/M/title-exact?Promesse%2C%20La%20%281996%29"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	3.33	0.82	4	2	3.5
297	"Ulee's Gold (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Ulee%27s+Gold+(1997)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	140	3.68	0.96	5	1	4
298	"Face/Off (1997)"	"27-Jun-1997"	"http://us.imdb.com/M/title-exact?Face/Off+(1997)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	194	3.77	0.96	5	1	4
299	"Hoodlum (1997)"	"22-Aug-1997"	"http://us.imdb.com/M/title-exact?Hoodlum+(1997)"	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	73	2.93	1.19	5	1	3
300	"Air Force One (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Air+Force+One+(1997)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	431	3.63	1	5	1	4
301	"In & Out (1997)"	"19-Sep-1997"	"http://us.imdb.com/Title?In+%26+Out+(1997)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	230	3.3	1.1	5	1	3.5
302	"L.A. Confidential (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?L%2EA%2E+Confidential+(1997)"	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	297	4.16	0.85	5	1	4
304	"Fly Away Home (1996)"	"13-Sep-1996"	"http://us.imdb.com/M/title-exact?Fly%20Away%20Home%20(1996)"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	3.55	0.97	5	1	4
305	"Ice Storm, The (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Ice+Storm%2C+The+(1997)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	87	3.63	1.01	5	1	4
306	"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Her+Majesty%2C+Mrs%2E+Brown+(1997)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	96	3.95	0.92	5	1	4
307	"Devil's Advocate, The (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Devil's+Advocate,+The+(1997)"	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	188	3.52	0.98	5	1	4
308	"FairyTale: A True Story (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Fairytale:+A+True+Story+(1997)"	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	30	2.97	1.27	5	1	3
309	"Deceiver (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Liar+(1997)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29	2.83	1.34	5	1	3
310	"Rainmaker, The (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Rainmaker,+The+(1997)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	145	3.6	0.89	5	1	4
311	"Wings of the Dove, The (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Wings+of+the+Dove%2C+The+(1997)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	75	3.68	0.9	5	1	4
312	"Midnight in the Garden of Good and Evil (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Midnight+in+the+Garden+of+Good+and+Evil+(1997)"	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	80	3.16	1.1	5	1	3
313	"Titanic (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?imdb-title-120338"	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	350	4.25	0.95	5	1	5
314	"3 Ninjas: High Noon At Mega Mountain (1998)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?imdb-title-118539"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	1	1
315	"Apt Pupil (1998)"	"23-Oct-1998"	"http://us.imdb.com/Title?Apt+Pupil+(1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	160	4.1	0.86	5	1	4
316	"As Good As It Gets (1997)"	"23-Dec-1997"	"http://us.imdb.com/Title?As+Good+As+It+Gets+(1997)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	112	4.2	0.8	5	1	4
317	"In the Name of the Father (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?In%20the%20Name%20of%20the%20Father%20(1993)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	102	3.91	0.86	5	1	4
318	"Schindler's List (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Schindler's%20List%20(1993)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	298	4.47	0.83	5	1	5
319	"Everyone Says I Love You (1996)"	"06-Dec-1996"	"http://us.imdb.com/M/title-exact?Everyone%20Says%20I%20Love%20You%20(1996)"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	168	3.27	1.12	5	1	3
320	"Paradise Lost: The Child Murders at Robin Hood Hills (1996)"	"06-Dec-1996"	"http://us.imdb.com/M/title-exact?Paradise%20Lost%3a%20The%20Child%20Murders%20at%20Robin%20Hood%20Hills%20(1996)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	4.05	1.32	5	1	5
321	"Mother (1996)"	"25-Dec-1996"	"http://us.imdb.com/M/title-exact?Mother%20(1996/I)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	169	3.13	1.04	5	1	3
322	"Murder at 1600 (1997)"	"18-Apr-1997"	"http://us.imdb.com/M/title-exact?Murder%20at%201600%20(1997)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	218	3.09	0.98	5	1	3
323	"Dante's Peak (1997)"	"07-Feb-1997"	"http://us.imdb.com/M/title-exact?Dante's%20Peak%20(1997)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	240	2.93	1.1	5	1	3
324	"Lost Highway (1997)"	"21-Feb-1997"	"http://us.imdb.com/Title?Lost+Highway+(1997)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	125	3.14	1.3	5	1	3
325	"Crash (1996)"	"21-Mar-1997"	"http://us.imdb.com/M/title-exact?Crash%20(1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	128	2.55	1.3	5	1	2
326	"G.I. Jane (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?G%2EI%2E+Jane+(1997)"	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	175	3.36	1.16	5	1	3
327	"Cop Land (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Cop+Land+(1997)"	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	175	3.38	1.08	5	1	3
328	"Conspiracy Theory (1997)"	"08-Aug-1997"	"http://us.imdb.com/M/title-exact?Conspiracy+Theory+(1997)"	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	295	3.42	1.02	5	1	4
329	"Desperate Measures (1998)"	"30-Jan-1998"	"http://us.imdb.com/Title?Desperate+Measures+(1998)"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	53	3.32	1.01	5	1	3
330	"187 (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?187+(1997)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	3.02	1.17	5	1	3
331	"Edge, The (1997)"	"26-Sep-1997"	"http://us.imdb.com/M/title-exact?Edge%2C+The+(1997/I)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	113	3.54	0.94	5	1	4
332	"Kiss the Girls (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Kiss+the+Girls+(1997)"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	143	3.46	0.96	5	1	4
333	"Game, The (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Game%2C+The+(1997)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	251	3.59	1.04	5	1	4
334	"U Turn (1997)"	"01-Jan-1997"	"http://us.imdb.com/Title?U+Turn+(1997)"	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	64	3.36	1.16	5	1	3
335	"How to Be a Player (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?How+to+Be+a+Player+(1997)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2.76	1.14	5	1	3
336	"Playing God (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Playing+God+(1997)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	43	2.63	1.22	5	1	2
337	"House of Yes, The (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?House+of+Yes,+The+(1997)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	18	3	1.28	5	1	3
338	"Bean (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Bean+(1997)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	91	2.66	1.19	5	1	3
339	"Mad City (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Mad+City+(1997)"	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	47	3.26	1.11	5	1	3
340	"Boogie Nights (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Boogie+Nights+(1997)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	189	3.59	1.18	5	1	4
341	"Critical Care (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Critical+Care+(1997)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3.09	1.58	5	1	3
342	"Man Who Knew Too Little, The (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Man+Who+Knew+Too+Little%2C+The+(1997)"	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	52	2.92	1.2	5	1	3
343	"Alien: Resurrection (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Alien%3A+Resurrection+(1997)"	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	124	3.1	1.15	5	1	3
344	"Apostle, The (1997)"	"18-Dec-1997"	"http://us.imdb.com/M/title-exact?imdb-title-118632"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	55	3.65	1.13	5	1	4
345	"Deconstructing Harry (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?imdb-title-118954"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	65	3.4	1.18	5	1	4
346	"Jackie Brown (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?imdb-title-119396"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	126	3.64	1.08	5	1	4
347	"Wag the Dog (1997)"	"09-Jan-1998"	"http://us.imdb.com/M/title-exact?imdb-title-120885"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	137	3.51	1.07	5	1	4
349	"Hard Rain (1998)"	"16-Jan-1998"	"http://us.imdb.com/M/title-exact?imdb-title-120696"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	31	2.9	1.14	5	1	3
350	"Fallen (1998)"	"16-Jan-1998"	"http://us.imdb.com/Title?Fallen+(1998)"	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	41	3.15	1.22	5	1	3
351	"Prophecy II, The (1998)"	"16-Jan-1998"	"http://us.imdb.com/M/title-exact?imdb-title-119959"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20	2.7	1.17	5	1	3
352	"Spice World (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?imdb-title-120185"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	26	2.12	1.51	5	1	1
353	"Deep Rising (1998)"	"30-Jan-1998"	"http://us.imdb.com/M/title-exact?imdb-title-118956"	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	14	2.43	1.4	5	1	2
354	"Wedding Singer, The (1998)"	"13-Feb-1998"	"http://us.imdb.com/M/title-exact?Wedding+Singer%2C+The+(1998)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	72	3.49	0.98	5	1	4
355	"Sphere (1998)"	"13-Feb-1998"	"http://us.imdb.com/M/title-exact?Sphere+(1998)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	41	2.93	1.01	5	1	3
356	"Client, The (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Client,%20The%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	97	3.38	0.88	5	1	3
357	"One Flew Over the Cuckoo's Nest (1975)"	"01-Jan-1975"	"http://us.imdb.com/M/title-exact?One%20Flew%20Over%20the%20Cuckoo's%20Nest%20(1975)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	264	4.29	0.84	5	1	4
358	"Spawn (1997)"	"01-Aug-1997"	"http://us.imdb.com/M/title-exact?Spawn+(1997/I)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	143	2.62	1.14	5	1	3
359	"Assignment, The (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Assignment%2C+The+(1997)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	3.5	1.34	5	1	3
360	"Wonderland (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Wonderland+(1997)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	3.2	1.48	5	1	3.5
361	"Incognito (1997)"	"01-Jan-1997"	"http://us.imdb.com/M/title-exact?Incognito+(1997)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	10	3.5	1.72	5	1	4
362	"Blues Brothers 2000 (1998)"	"06-Feb-1998"	"http://us.imdb.com/M/title-exact?Blues+Brothers+2000+(1998)"	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	28	2.82	1.36	5	1	3
363	"Sudden Death (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Sudden%20Death%20(1995)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2.72	1.04	5	1	3
364	"Ace Ventura: When Nature Calls (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Ace%20Ventura:%20When%20Nature%20Calls%20(1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2.68	1.11	5	1	3
365	"Powder (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Powder%20(1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	48	3.21	1.13	5	1	3
366	"Dangerous Minds (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Dangerous%20Minds%20(1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	47	3.34	1.01	5	1	3
367	"Clueless (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Clueless%20(1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	170	3.46	0.92	5	1	4
368	"Bio-Dome (1996)"	"01-Jan-1996"	"http://us.imdb.com/M/title-exact?Bio-Dome%20(1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	1.9	1.11	5	1	1
369	"Black Sheep (1996)"	"02-Feb-1996"	"http://us.imdb.com/M/title-exact?Black%20Sheep%20(1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	55	2.64	1.24	5	1	3
370	"Mary Reilly (1996)"	"23-Feb-1996"	"http://us.imdb.com/M/title-exact?Mary%20Reilly%20(1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	39	2.82	1.17	5	1	3
371	"Bridges of Madison County, The (1995)"	"09-Feb-1996"	"http://us.imdb.com/M/title-exact?Bridges%20of%20Madison%20County,%20The%20(1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	67	3.16	1.3	5	1	3
372	"Jeffrey (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Jeffrey%20(1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	34	3.53	0.99	5	1	4
373	"Judge Dredd (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Judge%20Dredd%20(1995)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	39	2.9	0.97	5	1	3
374	"Mighty Morphin Power Rangers: The Movie (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Mighty%20Morphin%20Power%20Rangers:%20The%20Movie%20(1995)"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2.27	1.19	4	1	2
375	"Showgirls (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Showgirls%20(1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	23	1.96	1.15	5	1	2
376	"Houseguest (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Houseguest%20(1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2.83	0.76	5	2	3
377	"Heavyweights (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Heavyweights%20(1994)"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2.15	1.07	4	1	2
378	"Miracle on 34th Street (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Miracle%20on%2034th%20Street%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	101	3.72	1.09	5	1	4
379	"Tales From the Crypt Presents: Demon Knight (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Tales%20From%20the%20Crypt%20Presents:%20Demon%20Knight%20(1995)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	43	2.98	1.2	5	1	3
380	"Star Trek: Generations (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Star%20Trek:%20Generations%20(1994)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	116	3.34	0.95	5	1	3
381	"Muriel's Wedding (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Muriel's%20Wedding%20(1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	100	3.55	1.02	5	1	4
382	"Adventures of Priscilla, Queen of the Desert, The (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Adventures%20of%20Priscilla,%20Queen%20of%20the%20Desert,%20The%20(1994)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	111	3.59	1.03	5	1	4
383	"Flintstones, The (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Flintstones,%20The%20(1994)"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	2.06	0.89	5	1	2
384	"Naked Gun 33 1/3: The Final Insult (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Naked%20Gun%2033%201/3:%20The%20Final%20Insult%20(1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	69	2.78	1.01	5	1	3
385	"True Lies (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?True%20Lies%20(1994)"	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	208	3.56	1.07	5	1	4
386	"Addams Family Values (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Addams%20Family%20Values%20(1993)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	87	2.82	0.95	5	1	3
387	"Age of Innocence, The (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Age%20of%20Innocence,%20The%20(1993)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65	3.38	1.01	5	1	3
388	"Beverly Hills Cop III (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Beverly%20Hills%20Cop%20III%20(1994)"	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	2.39	0.99	5	1	2
389	"Black Beauty (1994)"	"01-Jan-1994"	"http://us.imdb.com/Title?Black+Beauty+(1994/I)"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3.44	1.05	5	1	3
390	"Fear of a Black Hat (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Fear%20of%20a%20Black%20Hat%20(1993)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3.2	1.4	5	1	3
391	"Last Action Hero (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Last%20Action%20Hero%20(1993)"	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	59	2.75	0.96	5	1	3
392	"Man Without a Face, The (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Man%20Without%20a%20Face,%20The%20(1993)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	68	3.54	1.01	5	1	4
393	"Mrs. Doubtfire (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	192	3.41	0.97	5	1	4
394	"Radioland Murders (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Radioland%20Murders%20(1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	12	3.33	1.23	5	1	3.5
395	"Robin Hood: Men in Tights (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Robin%20Hood:%20Men%20in%20Tights%20(1993)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	56	2.59	1.01	5	1	3
396	"Serial Mom (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Serial%20Mom%20(1994)"	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	54	2.81	1.17	5	1	3
397	"Striking Distance (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Striking%20Distance%20(1993)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2.58	1	4	1	3
398	"Super Mario Bros. (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Super%20Mario%20Bros.%20(1993)"	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	26	2.08	1.06	4	1	2
399	"Three Musketeers, The (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Three%20Musketeers,%20The%20(1993)"	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	89	3.3	0.93	5	1	3
400	"Little Rascals, The (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Little%20Rascals,%20The%20(1994)"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2.72	1.27	5	1	3
401	"Brady Bunch Movie, The (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	76	2.8	1.13	5	1	3
402	"Ghost (1990)"	"01-Jan-1990"	"http://us.imdb.com/M/title-exact?Ghost%20(1990)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	170	3.46	1.01	5	1	4
403	"Batman (1989)"	"01-Jan-1989"	"http://us.imdb.com/M/title-exact?Batman%20(1989)"	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	201	3.43	0.95	5	1	4
404	"Pinocchio (1940)"	"01-Jan-1940"	"http://us.imdb.com/M/title-exact?Pinocchio%20(1940)"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	3.67	0.88	5	1	4
405	"Mission: Impossible (1996)"	"22-May-1996"	"http://us.imdb.com/M/title-exact?Mission:%20Impossible%20(1996)"	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	344	3.31	0.98	5	1	3
406	"Thinner (1996)"	"25-Oct-1996"	"http://us.imdb.com/M/title-exact?Thinner%20(1996)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	49	2.45	0.98	4	1	3
407	"Spy Hard (1996)"	"24-May-1996"	"http://us.imdb.com/M/title-exact?Spy%20Hard%20(1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	43	2.51	1.01	5	1	2
408	"Close Shave, A (1995)"	"28-Apr-1996"	"http://us.imdb.com/M/title-exact?Close%20Shave,%20A%20(1995)"	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	112	4.49	0.77	5	1	5
409	"Jack (1996)"	"07-Aug-1996"	"http://us.imdb.com/M/title-exact?Jack%20(1996)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	70	3.14	0.98	5	1	3
410	"Kingpin (1996)"	"12-Jul-1996"	"http://us.imdb.com/M/title-exact?Kingpin%20(1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	162	3.13	1.22	5	1	3
