"userID"	"age"	"sex"	"occupation"	"zip.code"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
406	52	"M"	"educator"	"93109"	341	3.53	1.07	5	1	4
407	29	"M"	"engineer"	"03261"	226	3.47	0.86	5	1	4
408	23	"M"	"student"	"61755"	27	3.74	1.1	5	1	4
409	48	"M"	"administrator"	"98225"	202	3.6	1.15	5	1	4
410	30	"F"	"artist"	"94025"	28	3.04	1.04	5	1	3
411	34	"M"	"educator"	"44691"	58	3.78	0.77	5	2	4
412	25	"M"	"educator"	"15222"	51	3.94	0.73	5	2	4
413	55	"M"	"educator"	"78212"	49	3.63	0.99	5	1	4
414	24	"M"	"programmer"	"38115"	25	3.88	1.13	5	1	4
415	39	"M"	"educator"	"85711"	24	4.17	1.05	5	1	4
416	20	"F"	"student"	"92626"	487	3.85	1.1	5	1	4
417	27	"F"	"other"	"48103"	364	3.24	0.94	5	1	3
418	55	"F"	"none"	"21206"	20	2.9	1.52	5	1	2.5
419	37	"M"	"lawyer"	"43215"	32	4.22	0.91	5	1	4
420	53	"M"	"educator"	"02140"	36	4.17	0.85	5	3	4
421	38	"F"	"programmer"	"55105"	62	3.85	1.04	5	1	4
422	26	"M"	"entertainment"	"94533"	96	3.46	0.93	5	1	3.5
423	64	"M"	"other"	"91606"	63	3.59	0.93	5	1	4
424	36	"F"	"marketing"	"55422"	44	3.36	1.33	5	1	3.5
425	19	"M"	"student"	"58644"	203	2.96	1.1	5	1	3
426	55	"M"	"educator"	"01602"	101	3.83	0.81	5	1	4
427	51	"M"	"doctor"	"85258"	31	4.55	0.77	5	2	5
428	28	"M"	"student"	"55414"	55	3.93	0.81	5	1	4
429	27	"M"	"student"	"29205"	414	3.39	0.91	5	1	3
430	38	"M"	"scientist"	"98199"	64	3.55	0.99	5	1	4
431	24	"M"	"marketing"	"92629"	21	3.38	0.74	5	2	3
432	22	"M"	"entertainment"	"50311"	62	3.71	1.08	5	1	4
433	27	"M"	"artist"	"11211"	40	3.5	1.34	5	1	3
434	16	"F"	"student"	"49705"	44	3.7	1.42	5	1	4
435	24	"M"	"engineer"	"60007"	378	3.31	1.06	5	1	3
436	30	"F"	"administrator"	"17345"	145	3.75	0.9	5	1	4
437	27	"F"	"other"	"20009"	263	3.58	1.16	5	1	4
438	51	"F"	"administrator"	"43204"	33	4.06	0.93	5	2	4
439	23	"F"	"administrator"	"20817"	30	3.7	0.88	5	2	4
440	30	"M"	"other"	"48076"	51	4.18	1.18	5	1	5
441	50	"M"	"technician"	"55013"	20	3.5	0.76	5	2	4
442	22	"M"	"student"	"85282"	143	3.13	0.92	5	1	3
443	35	"M"	"salesman"	"33308"	24	3.38	1.5	5	1	3.5
444	51	"F"	"lawyer"	"53202"	24	3.79	1.1	5	1	4
445	21	"M"	"writer"	"92653"	134	1.99	1.1	5	1	2
446	57	"M"	"educator"	"60201"	36	2.75	0.91	5	1	3
447	30	"M"	"administrator"	"55113"	139	3.6	0.98	5	1	4
448	23	"M"	"entertainment"	"10021"	38	3.34	1.42	5	1	4
449	23	"M"	"librarian"	"55021"	75	3.75	1.15	5	1	4
450	35	"F"	"educator"	"11758"	538	3.86	0.86	5	1	4
451	16	"M"	"student"	"48446"	96	2.73	1.37	5	1	3
452	35	"M"	"administrator"	"28018"	206	3.41	1.24	5	1	4
453	18	"M"	"student"	"06333"	155	3.28	1.06	5	1	3
454	57	"M"	"other"	"97330"	236	2.98	0.93	5	1	3
455	48	"M"	"administrator"	"83709"	189	3.5	0.75	5	1	4
456	24	"M"	"technician"	"31820"	217	3.46	0.84	5	1	4
457	33	"F"	"salesman"	"30011"	276	4.03	0.95	5	1	4
458	47	"M"	"technician"	"Y1A6B"	183	3.69	1.11	5	1	4
459	22	"M"	"student"	"29201"	118	3.38	1.05	5	1	3
460	44	"F"	"other"	"60630"	67	3.42	0.89	5	2	3
461	15	"M"	"student"	"98102"	23	3	1.13	5	1	3
462	19	"F"	"student"	"02918"	33	4	1.32	5	1	5
463	48	"F"	"healthcare"	"75218"	132	2.86	1.29	5	1	3
464	60	"M"	"writer"	"94583"	53	4.04	0.88	5	2	4
465	32	"M"	"other"	"05001"	80	3.44	0.81	5	1	3
466	22	"M"	"student"	"90804"	101	3.47	1.13	5	1	3
467	29	"M"	"engineer"	"91201"	43	3.65	0.97	5	2	4
468	28	"M"	"engineer"	"02341"	143	3.99	0.9	5	2	4
469	60	"M"	"educator"	"78628"	43	4.53	0.55	5	3	5
470	24	"M"	"programmer"	"10021"	56	3.61	0.78	5	2	4
471	10	"M"	"student"	"77459"	31	3.39	1.52	5	1	4
472	24	"M"	"student"	"87544"	263	4.23	0.92	5	1	4
473	29	"M"	"student"	"94708"	34	3.88	0.91	5	2	4
474	51	"M"	"executive"	"93711"	327	4.08	0.82	5	1	4
475	30	"M"	"programmer"	"75230"	20	3.6	1.35	5	1	4
476	28	"M"	"student"	"60440"	83	3.37	1.02	5	1	4
477	23	"F"	"student"	"02125"	35	4.46	0.51	5	4	4
478	29	"M"	"other"	"10019"	113	3.42	1.25	5	1	4
479	30	"M"	"educator"	"55409"	200	3.42	1.19	5	1	4
480	57	"M"	"retired"	"98257"	60	3.73	0.9	5	1	4
481	73	"M"	"retired"	"37771"	56	3.98	0.9	5	1	4
482	18	"F"	"student"	"40256"	25	3.44	0.77	5	2	4
483	29	"M"	"scientist"	"43212"	59	3.05	0.94	5	1	3
484	27	"M"	"student"	"21208"	139	3.99	0.99	5	1	4
485	44	"F"	"educator"	"95821"	26	3.04	1.11	5	1	3
486	39	"M"	"educator"	"93101"	187	3.22	0.99	5	1	3
487	22	"M"	"engineer"	"92121"	231	3.65	1.16	5	1	4
488	48	"M"	"technician"	"21012"	153	3.35	0.91	5	1	4
489	55	"M"	"other"	"45218"	107	3.73	1.1	5	2	4
490	29	"F"	"artist"	"V5A2B"	57	2.79	1.22	5	1	3
491	43	"F"	"writer"	"53711"	33	3.85	1.23	5	1	4
492	57	"M"	"educator"	"94618"	55	3.53	1.03	5	1	3
493	22	"M"	"engineer"	"60090"	134	3.78	1.17	5	1	4
494	38	"F"	"administrator"	"49428"	47	3.87	1.1	5	1	4
495	29	"M"	"engineer"	"03052"	213	3.95	1.13	5	1	4
496	21	"F"	"student"	"55414"	128	3.02	1.28	5	1	3
497	20	"M"	"student"	"50112"	279	3.18	0.91	5	1	3
498	26	"M"	"writer"	"55408"	149	3.29	0.92	5	1	3
499	42	"M"	"programmer"	"75006"	102	3.86	1.02	5	1	4
500	28	"M"	"administrator"	"94305"	224	3.33	1.01	5	1	3
501	22	"M"	"student"	"10025"	73	3.77	0.59	5	3	4
502	22	"M"	"student"	"23092"	36	3.11	1.14	5	1	3
503	50	"F"	"writer"	"27514"	158	4.01	1.24	5	1	5
504	40	"F"	"writer"	"92115"	251	3.62	0.82	5	1	4
505	27	"F"	"other"	"20657"	112	3.37	1	5	1	3
506	46	"M"	"programmer"	"03869"	242	3.67	1.08	5	1	4
507	18	"F"	"writer"	"28450"	58	4.72	0.77	5	1	5
508	27	"M"	"marketing"	"19382"	87	3.83	0.98	5	1	4
509	23	"M"	"administrator"	"10011"	32	2.56	1.32	5	1	2
510	34	"M"	"other"	"98038"	29	2.79	1.11	5	1	3
511	22	"M"	"student"	"21250"	24	3.75	1.11	5	1	4
512	29	"M"	"other"	"20090"	21	4.33	0.86	5	2	5
513	43	"M"	"administrator"	"26241"	22	4.36	0.73	5	3	4.5
514	27	"M"	"programmer"	"20707"	194	3.84	0.89	5	1	4
515	53	"M"	"marketing"	"49508"	40	3	0.93	5	1	3
516	53	"F"	"librarian"	"10021"	21	4.1	0.77	5	3	4
517	24	"M"	"student"	"55454"	37	3.3	1.24	5	1	3
518	49	"F"	"writer"	"99709"	73	3.64	1.1	5	1	4
519	22	"M"	"other"	"55320"	48	4.1	1.42	5	1	5
520	62	"M"	"healthcare"	"12603"	23	3.43	1.31	5	1	4
521	19	"M"	"student"	"02146"	149	3.13	0.87	5	1	3
522	36	"M"	"engineer"	"55443"	30	4.33	0.8	5	2	4.5
523	50	"F"	"administrator"	"04102"	100	4.36	0.72	5	2	4
524	56	"M"	"educator"	"02159"	305	3.49	1.06	5	1	4
525	27	"F"	"administrator"	"19711"	54	3.3	0.9	5	1	3
526	30	"M"	"marketing"	"97124"	68	3.24	1.27	5	1	3
527	33	"M"	"librarian"	"12180"	137	3.83	0.95	5	1	4
528	18	"M"	"student"	"55104"	53	3.72	1.08	5	1	4
529	47	"F"	"administrator"	"44224"	43	3.6	0.88	5	1	4
530	29	"M"	"engineer"	"94040"	45	3.89	0.78	5	2	4
531	30	"F"	"salesman"	"97408"	30	3.23	1.65	5	1	4
532	20	"M"	"student"	"92705"	270	4.13	0.98	5	1	4
533	43	"M"	"librarian"	"02324"	259	3.38	1.06	5	1	4
534	20	"M"	"student"	"05464"	80	4.08	0.85	5	1	4
535	45	"F"	"educator"	"80302"	218	3.94	0.85	5	1	4
536	38	"M"	"engineer"	"30078"	162	3.87	0.99	5	1	4
537	36	"M"	"engineer"	"22902"	489	2.87	0.97	5	1	3
538	31	"M"	"scientist"	"21010"	81	3.62	0.94	5	1	4
539	53	"F"	"administrator"	"80303"	56	3.98	0.9	5	2	4
540	28	"M"	"engineer"	"91201"	63	3.71	0.61	5	2	4
541	19	"F"	"student"	"84302"	132	3.62	1.12	5	1	4
542	21	"M"	"student"	"60515"	135	3.49	0.8	5	2	4
543	33	"M"	"scientist"	"95123"	197	3.53	0.73	5	2	4
544	44	"F"	"other"	"29464"	31	2.81	1.01	5	1	3
545	27	"M"	"technician"	"08052"	161	3.52	0.82	5	1	3
546	36	"M"	"executive"	"22911"	59	3.9	1.11	5	1	4
547	50	"M"	"educator"	"14534"	23	3.65	1.03	5	1	4
548	51	"M"	"writer"	"95468"	155	3.67	1.21	5	1	4
549	42	"M"	"scientist"	"45680"	25	3.72	0.84	5	2	4
550	16	"F"	"student"	"95453"	40	3.67	1.21	5	1	4
551	25	"M"	"programmer"	"55414"	334	3.8	1.35	5	1	4
552	45	"M"	"other"	"68147"	84	3.1	0.55	4	2	3
553	58	"M"	"educator"	"62901"	100	4.17	0.78	5	2	4
554	32	"M"	"scientist"	"62901"	114	3.57	0.79	5	1	4
555	29	"F"	"educator"	"23227"	52	4.02	0.7	5	2	4
556	35	"F"	"educator"	"30606"	44	4.2	1.19	5	1	5
557	30	"F"	"writer"	"11217"	51	3.75	1.07	5	1	4
558	56	"F"	"writer"	"63132"	20	4.2	0.83	5	2	4
559	69	"M"	"executive"	"10022"	76	3.58	1.1	5	1	4
560	32	"M"	"student"	"10003"	100	3.39	0.94	5	1	3
561	23	"M"	"engineer"	"60005"	357	3.03	1.01	5	1	3
562	54	"F"	"administrator"	"20879"	72	3.54	1.46	5	1	4
563	39	"F"	"librarian"	"32707"	30	3.77	1.07	5	1	4
564	65	"M"	"retired"	"94591"	34	3.41	0.66	4	2	3.5
565	40	"M"	"student"	"55422"	35	4.54	0.7	5	2	5
566	20	"M"	"student"	"14627"	149	3.44	1.11	5	1	4
567	24	"M"	"entertainment"	"10003"	153	3.96	0.99	5	1	4
568	39	"M"	"educator"	"01915"	81	3.37	1.15	5	1	4
569	34	"M"	"educator"	"91903"	70	3.49	0.91	5	1	3
570	26	"M"	"educator"	"14627"	22	2.68	1.29	5	1	3
571	34	"M"	"artist"	"01945"	20	3.45	0.76	4	2	4
572	51	"M"	"educator"	"20003"	20	3.25	1.16	5	1	3.5
573	68	"M"	"retired"	"48911"	51	3.75	0.63	5	2	4
574	56	"M"	"educator"	"53188"	46	3.52	1.19	5	1	4
575	33	"M"	"marketing"	"46032"	26	3.15	1.46	5	1	3
576	48	"M"	"executive"	"98281"	36	3.53	0.88	5	1	4
577	36	"F"	"student"	"77845"	188	3.8	0.84	5	1	4
578	31	"M"	"administrator"	"M7A1A"	23	2.7	1.11	5	1	3
579	32	"M"	"educator"	"48103"	74	3.47	0.91	5	1	3
580	16	"M"	"student"	"17961"	46	3.57	1.17	5	1	3.5
581	37	"M"	"other"	"94131"	28	4.04	1	5	2	4
582	17	"M"	"student"	"93003"	61	3.26	1.15	5	1	3
583	44	"M"	"engineer"	"29631"	27	4.44	0.7	5	2	5
584	25	"M"	"student"	"27511"	24	3.54	0.93	5	1	4
585	69	"M"	"librarian"	"98501"	80	3.74	0.94	5	2	4
586	20	"M"	"student"	"79508"	166	3.33	0.87	5	1	3
587	26	"M"	"other"	"14216"	96	3	1.04	5	1	3
588	18	"F"	"student"	"93063"	225	3.74	1.19	5	1	4
589	21	"M"	"lawyer"	"90034"	43	3.44	1.48	5	1	4
590	50	"M"	"educator"	"82435"	48	3.5	1.19	5	1	4
591	57	"F"	"librarian"	"92093"	84	3.65	0.78	5	2	4
592	18	"M"	"student"	"97520"	356	3.82	1.33	5	1	4
593	31	"F"	"educator"	"68767"	156	3.61	1.08	5	1	4
594	46	"M"	"educator"	"M4J2K"	25	3.48	0.65	5	2	3
595	25	"M"	"programmer"	"31909"	95	3.19	1.07	5	1	3
596	20	"M"	"artist"	"77073"	20	3.6	0.88	5	2	4
597	23	"M"	"other"	"84116"	41	3.63	1.2	5	1	4
598	40	"F"	"marketing"	"43085"	25	3.68	1.03	5	2	4
599	22	"F"	"student"	"R3T5K"	47	3.89	1.09	5	1	4
600	34	"M"	"programmer"	"02320"	89	3.58	1.01	5	1	4
601	19	"F"	"artist"	"99687"	148	3.08	1.32	5	1	3.5
602	47	"F"	"other"	"34656"	29	3.79	0.77	5	2	4
603	21	"M"	"programmer"	"47905"	47	3.79	1.1	5	1	4
604	39	"M"	"educator"	"11787"	27	3.3	1.27	5	1	3
605	33	"M"	"engineer"	"33716"	90	3.76	1.19	5	1	4
606	28	"M"	"programmer"	"63044"	236	3.97	0.88	5	1	4
607	49	"F"	"healthcare"	"02154"	37	3.84	0.69	5	2	4
608	22	"M"	"other"	"10003"	162	3.67	1.24	5	1	4
609	13	"F"	"student"	"55106"	28	2.39	1.75	5	1	1
610	22	"M"	"student"	"21227"	75	3.73	1.07	5	1	4
611	46	"M"	"librarian"	"77008"	42	3.83	1.1	5	1	4
612	36	"M"	"educator"	"79070"	27	3.37	0.97	5	2	3
613	37	"F"	"marketing"	"29678"	27	4.3	0.87	5	2	5
614	54	"M"	"educator"	"80227"	39	3.13	1.1	5	1	3
615	38	"M"	"educator"	"27705"	103	3.86	1.09	5	1	4
616	55	"M"	"scientist"	"50613"	42	3.64	0.79	5	2	4
617	27	"F"	"writer"	"11201"	107	2.64	1.33	5	1	3
618	15	"F"	"student"	"44212"	216	3.29	0.98	5	1	3
619	17	"M"	"student"	"44134"	89	3.51	1.27	5	1	4
620	18	"F"	"writer"	"81648"	109	3.83	1.02	5	1	4
621	17	"M"	"student"	"60402"	170	3.56	1.05	5	1	4
622	25	"M"	"programmer"	"14850"	228	3.39	1.14	5	1	4
623	50	"F"	"educator"	"60187"	45	3.73	1.05	5	1	4
624	19	"M"	"student"	"30067"	139	3.53	0.75	5	1	4
625	27	"M"	"programmer"	"20723"	106	3.43	0.73	5	2	3
626	23	"M"	"scientist"	"19807"	31	2.39	1.54	5	1	2
627	24	"M"	"engineer"	"08034"	181	3.29	1.08	5	1	3
628	13	"M"	"none"	"94306"	27	4.7	0.72	5	2	5
629	46	"F"	"other"	"44224"	120	4.09	0.99	5	1	4
630	26	"F"	"healthcare"	"55408"	108	3.32	1.06	5	1	3
631	18	"F"	"student"	"38866"	20	3.1	0.91	4	2	3
632	18	"M"	"student"	"55454"	118	3.66	1.02	5	1	4
633	35	"M"	"programmer"	"55414"	58	3.31	0.75	5	1	3
634	39	"M"	"engineer"	"T8H1N"	135	3.37	0.95	5	1	3
635	22	"M"	"other"	"23237"	33	3.21	1.05	5	1	3
636	47	"M"	"educator"	"48043"	20	4.45	0.83	5	3	5
637	30	"M"	"other"	"74101"	103	2.5	1.2	5	1	2
638	45	"M"	"engineer"	"01940"	67	3.54	1.03	5	1	4
639	42	"F"	"librarian"	"12065"	147	2.97	1.13	5	1	3
640	20	"M"	"student"	"61801"	109	4.23	0.81	5	1	4
641	24	"M"	"student"	"60626"	39	4.1	0.79	5	2	4
642	18	"F"	"student"	"95521"	318	3.62	1.16	5	1	4
643	39	"M"	"scientist"	"55122"	205	3.73	0.79	5	2	4
644	51	"M"	"retired"	"63645"	42	4	0.62	5	1	4
645	27	"M"	"programmer"	"53211"	122	3.96	0.86	5	1	4
646	17	"F"	"student"	"51250"	38	2.95	0.7	5	1	3
647	40	"M"	"educator"	"45810"	58	3.83	0.65	5	2	4
648	43	"M"	"engineer"	"91351"	295	3.25	1.27	5	1	3
649	20	"M"	"student"	"39762"	24	3.79	0.98	5	2	4
650	42	"M"	"engineer"	"83814"	311	3.15	0.8	5	1	3
651	65	"M"	"retired"	"02903"	21	3.29	1.38	5	1	3
652	35	"M"	"other"	"22911"	22	3.14	1.04	5	1	3
653	31	"M"	"executive"	"55105"	282	2.7	1.18	5	1	3
654	27	"F"	"student"	"78739"	146	3.71	1.07	5	1	4
655	50	"F"	"healthcare"	"60657"	678	2.9	0.73	5	1	3
656	48	"M"	"educator"	"10314"	24	2.54	1.1	5	1	3
657	26	"F"	"none"	"78704"	29	3.24	1.21	5	1	4
658	33	"M"	"programmer"	"92626"	71	3.73	0.81	5	2	4
659	31	"M"	"educator"	"54248"	191	3.79	0.84	5	1	4
660	26	"M"	"student"	"77380"	223	2.59	0.97	5	1	2
661	28	"M"	"programmer"	"98121"	121	3.92	0.91	5	1	4
662	55	"M"	"librarian"	"19102"	22	3.82	0.96	5	2	4
663	26	"M"	"other"	"19341"	158	3.53	0.91	5	1	4
664	30	"M"	"engineer"	"94115"	166	3.75	0.94	5	1	4
665	25	"M"	"administrator"	"55412"	142	3.48	0.78	5	1	4
666	44	"M"	"administrator"	"61820"	245	3.67	0.79	5	2	4
667	35	"M"	"librarian"	"01970"	47	3.96	1.02	5	1	4
668	29	"F"	"writer"	"10016"	46	3.52	1.05	5	1	4
669	37	"M"	"other"	"20009"	98	3.41	1.16	5	1	3
670	30	"M"	"technician"	"21114"	46	3.85	1.03	5	2	4
671	21	"M"	"programmer"	"91919"	124	3.58	1.16	5	1	3
672	54	"F"	"administrator"	"90095"	29	3.24	1.12	5	1	3
673	51	"M"	"educator"	"22906"	35	3.89	0.99	5	1	4
674	13	"F"	"student"	"55337"	41	3.66	0.99	5	1	4
675	34	"M"	"other"	"28814"	34	3.71	1.36	5	1	4
676	30	"M"	"programmer"	"32712"	76	3.62	1.44	5	1	4
677	20	"M"	"other"	"99835"	49	3.59	1.38	5	1	4
678	50	"M"	"educator"	"61462"	28	3.43	1	5	1	3
679	20	"F"	"student"	"54302"	62	3.66	0.97	5	1	4
680	33	"M"	"lawyer"	"90405"	38	4	0.77	5	2	4
681	44	"F"	"marketing"	"97208"	22	3.23	1.48	5	1	3.5
682	23	"M"	"programmer"	"55128"	397	3.13	1.01	5	1	3
683	42	"M"	"librarian"	"23509"	75	3.23	1.02	5	1	3
684	28	"M"	"student"	"55414"	86	3.49	0.93	5	1	4
685	32	"F"	"librarian"	"55409"	20	2.05	0.76	3	1	2
686	32	"M"	"educator"	"26506"	71	4.56	0.87	5	1	5
687	31	"F"	"healthcare"	"27713"	21	3.48	0.87	5	2	4
688	37	"F"	"administrator"	"60476"	24	4.83	0.64	5	2	5
689	25	"M"	"other"	"45439"	36	3.83	1.23	5	1	4
690	35	"M"	"salesman"	"63304"	115	3.15	1.08	5	1	3
691	34	"M"	"educator"	"60089"	31	4.26	1.15	5	1	5
692	34	"M"	"engineer"	"18053"	40	3.27	0.88	5	1	3
693	43	"F"	"healthcare"	"85210"	154	3.14	0.96	5	1	3
694	60	"M"	"programmer"	"06365"	157	4.15	0.64	5	3	4
695	26	"M"	"writer"	"38115"	38	3.29	1.31	5	1	4
696	55	"M"	"other"	"94920"	29	3.93	1.22	5	1	4
697	25	"M"	"other"	"77042"	103	3.72	1.26	5	1	4
698	28	"F"	"programmer"	"06906"	127	2.84	1.13	5	1	3
699	44	"M"	"other"	"96754"	148	3.14	0.74	5	1	3
700	17	"M"	"student"	"76309"	21	3.67	0.73	5	3	4
701	51	"F"	"librarian"	"56321"	32	4.22	0.75	5	3	4
702	37	"M"	"other"	"89104"	31	2.45	1.52	5	1	2
703	26	"M"	"educator"	"49512"	47	3.53	1.06	5	1	4
704	51	"F"	"librarian"	"91105"	90	3.78	1.03	5	2	4
705	21	"F"	"student"	"54494"	114	3.71	1.13	5	1	4
706	23	"M"	"student"	"55454"	29	3.31	1.2	5	1	4
707	56	"F"	"librarian"	"19146"	234	3.49	1.02	5	1	4
708	26	"F"	"homemaker"	"96349"	105	3.2	1.27	5	1	3
709	21	"M"	"other"	"N4T1A"	138	3.57	1.01	5	1	4
710	19	"M"	"student"	"92020"	86	3.7	0.81	5	1	4
711	22	"F"	"student"	"15203"	221	3.86	1.02	5	1	4
712	22	"F"	"student"	"54901"	162	3.77	0.91	5	1	4
713	42	"F"	"other"	"07204"	30	2.97	0.89	5	1	3
714	26	"M"	"engineer"	"55343"	44	3.52	1.05	5	1	3
715	21	"M"	"technician"	"91206"	167	3.38	1.06	5	1	4
716	36	"F"	"administrator"	"44265"	269	3.89	1.04	5	1	4
717	24	"M"	"technician"	"84105"	92	3.7	1.13	5	1	4
718	42	"M"	"technician"	"64118"	39	3.69	1.06	5	1	4
719	37	"F"	"other"	"V0R2H"	67	3.1	1.21	5	1	3
720	49	"F"	"administrator"	"16506"	30	3.97	0.76	5	2	4
721	24	"F"	"entertainment"	"11238"	166	3.54	1.02	5	1	3
722	50	"F"	"homemaker"	"17331"	42	3.62	0.82	5	2	4
723	26	"M"	"executive"	"94403"	22	3.27	0.94	5	1	3
724	31	"M"	"executive"	"40243"	84	2.18	1.32	5	1	2
725	21	"M"	"student"	"91711"	25	3.8	0.96	5	1	4
726	25	"F"	"administrator"	"80538"	24	3	1.29	5	1	3
727	25	"M"	"student"	"78741"	321	3.03	1.03	5	1	3
728	58	"M"	"executive"	"94306"	26	3.58	0.76	5	2	4
729	19	"M"	"student"	"56567"	21	2.86	1.24	5	1	3
730	31	"F"	"scientist"	"32114"	37	3.22	1.18	5	1	3
731	41	"F"	"educator"	"70403"	83	3.39	1.44	5	1	4
732	28	"F"	"other"	"98405"	20	3.7	1.38	5	1	4
733	44	"F"	"other"	"60630"	107	3.03	1.06	5	1	3
734	25	"F"	"other"	"63108"	64	3.61	1.02	5	1	4
735	29	"F"	"healthcare"	"85719"	53	3.32	0.98	5	1	3
736	48	"F"	"writer"	"94618"	24	3	1.41	5	1	3
737	30	"M"	"programmer"	"98072"	33	3.97	1.02	5	1	4
738	35	"M"	"technician"	"95403"	148	3.68	0.83	5	2	4
739	35	"M"	"technician"	"73162"	35	3.6	1.54	5	1	4
740	25	"F"	"educator"	"22206"	20	3.4	0.99	5	1	3.5
741	25	"M"	"writer"	"63108"	104	3.46	1.04	5	1	3
742	35	"M"	"student"	"29210"	26	3.46	1.1	5	1	4
743	31	"M"	"programmer"	"92660"	34	3.65	1.1	5	1	4
744	35	"M"	"marketing"	"47024"	27	3.85	0.86	5	2	4
745	42	"M"	"writer"	"55113"	60	3.1	1.3	5	1	3
746	25	"M"	"engineer"	"19047"	67	3.64	1.01	5	1	4
747	19	"M"	"other"	"93612"	291	4.05	1.14	5	1	4
748	28	"M"	"administrator"	"94720"	108	3.72	0.78	5	1	4
749	33	"M"	"other"	"80919"	305	3.62	0.96	5	1	4
750	28	"M"	"administrator"	"32303"	32	3.12	1.04	4	1	3
751	24	"F"	"other"	"90034"	167	3.55	1.07	5	1	4
752	60	"M"	"retired"	"21201"	73	3.21	1.21	5	1	3
753	56	"M"	"salesman"	"91206"	57	3.6	1.19	5	1	4
754	59	"F"	"librarian"	"62901"	34	3.38	0.89	5	1	3
755	44	"F"	"educator"	"97007"	38	3.11	1.27	5	1	3
756	30	"F"	"none"	"90247"	109	3.19	0.99	5	1	3
757	26	"M"	"student"	"55104"	166	3.37	0.77	5	1	3
758	27	"M"	"student"	"53706"	355	3.88	1.03	5	1	4
759	20	"F"	"student"	"68503"	32	4.06	0.95	5	2	4
760	35	"F"	"other"	"14211"	41	3.24	1.2	5	1	3
761	17	"M"	"student"	"97302"	66	2.85	1.43	5	1	3
762	32	"M"	"administrator"	"95050"	21	3.05	1.69	5	1	3
763	27	"M"	"scientist"	"02113"	129	3.78	0.88	5	2	4
764	27	"F"	"educator"	"62903"	109	3.69	0.88	5	1	4
765	31	"M"	"student"	"33066"	23	4.09	1.12	5	2	4
766	42	"M"	"other"	"10960"	175	3.35	0.84	5	1	3
767	70	"M"	"engineer"	"00000"	37	4.43	0.55	5	3	4
768	29	"M"	"administrator"	"12866"	64	3.27	1.16	5	1	3
769	39	"M"	"executive"	"06927"	29	3.07	1.03	5	1	3
770	28	"M"	"student"	"14216"	62	4.27	0.87	5	2	4.5
771	26	"M"	"student"	"15232"	70	3.71	1.34	5	1	4
772	50	"M"	"writer"	"27105"	33	4	0.83	5	2	4
773	20	"M"	"student"	"55414"	161	3.28	1.2	5	1	3
774	30	"M"	"student"	"80027"	224	2.06	1.14	5	1	2
775	46	"M"	"executive"	"90036"	27	3.81	0.79	5	2	4
776	30	"M"	"librarian"	"51157"	105	3.47	1.12	5	1	4
777	63	"M"	"programmer"	"01810"	36	4.06	1.24	5	1	4
778	34	"M"	"student"	"01960"	64	2.97	1.23	5	1	3
779	31	"M"	"student"	"K7L5J"	37	3.92	0.76	5	2	4
780	49	"M"	"programmer"	"94560"	55	3.87	1.09	5	1	4
781	20	"M"	"student"	"48825"	42	3.79	1.28	5	1	4
782	21	"F"	"artist"	"33205"	227	2.8	0.87	5	1	3
783	30	"M"	"marketing"	"77081"	29	3.86	0.88	5	1	4
784	47	"M"	"administrator"	"91040"	39	3.85	0.67	5	3	4
785	32	"M"	"engineer"	"23322"	27	3.7	0.82	5	2	4
786	36	"F"	"engineer"	"01754"	117	3.87	0.89	5	1	4
787	18	"F"	"student"	"98620"	56	3.12	1.06	5	1	3
788	51	"M"	"administrator"	"05779"	249	3.34	0.91	5	1	3
789	29	"M"	"other"	"55420"	33	3.67	1.05	5	1	4
790	27	"M"	"technician"	"80913"	230	3.01	0.99	5	1	3
791	31	"M"	"educator"	"20064"	25	3.8	1.12	5	1	4
792	40	"M"	"programmer"	"12205"	47	3.13	0.85	5	1	3
793	22	"M"	"student"	"85281"	55	3.51	0.77	5	2	3
794	32	"M"	"educator"	"57197"	39	4.31	0.73	5	2	4
795	30	"M"	"programmer"	"08610"	159	3.13	0.89	5	1	3
796	32	"F"	"writer"	"33755"	358	3.6	1.06	5	1	4
797	44	"F"	"other"	"62522"	26	2.65	1.23	5	1	2
798	40	"F"	"writer"	"64131"	238	3.33	0.93	5	1	3
799	49	"F"	"administrator"	"19716"	24	4	0.83	5	2	4
800	25	"M"	"programmer"	"55337"	28	3.75	0.65	5	2	4
801	22	"M"	"writer"	"92154"	26	4.04	1.15	5	1	4
802	35	"M"	"administrator"	"34105"	74	3.49	0.97	5	1	4
803	70	"M"	"administrator"	"78212"	33	3.09	1.44	5	1	3
804	39	"M"	"educator"	"61820"	331	3.67	0.8	5	1	4
805	27	"F"	"other"	"20009"	273	3.35	1.21	5	1	3
806	27	"M"	"marketing"	"11217"	140	3.64	0.97	5	1	4
807	41	"F"	"healthcare"	"93555"	204	3.89	0.83	5	1	4
808	45	"M"	"salesman"	"90016"	23	4.13	1.01	5	1	4
809	50	"F"	"marketing"	"30803"	20	3.45	1.28	5	1	3.5
810	55	"F"	"other"	"80526"	25	4.44	0.71	5	3	5
811	40	"F"	"educator"	"73013"	21	4.14	0.91	5	2	4
812	22	"M"	"technician"	"76234"	20	3.5	1.24	5	1	4
