"movieID"	"title"	"unknown"	"Action"	"Adventure"	"Animation"	"Children.s"	"Comedy"	"Crime"	"Documentary"	"Drama"	"Fantasy"	"Film.noir"	"Horror"	"Musical"	"Mystery"	"Romance"	"Sci.fi"	"Thriller"	"War"	"Western"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
685	"It's My Party (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	3.3	1.06	5	1	3
687	"Country Life (1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	3	1.73	5	2	2
688	"Operation Dumbo Drop (1995)"	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	213	2.28	0.98	5	1	2
690	"Promise, The (Versprechen, Das) (1994)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1.41	3	1	2
691	"Mrs. Winterbourne (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	121	3.1	1.11	5	1	3
692	"Solo (1996)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	106	2.11	1.08	5	1	2
694	"Substitute, The (1996)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	2.65	1	5	1	3
695	"True Crime (1995)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	135	3.18	0.93	5	1	3
696	"Butterfly Kiss (1995)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	3.25	1.26	5	2	3
697	"Feeling Minnesota (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	85	2.55	1.05	5	1	3
698	"Delta of Venus (1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2.2	0.84	3	1	2
700	"Angus (1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	145	3.32	1.05	5	1	3
701	"Daens (1992)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	NA	4	4	4
702	"Faces (1968)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	27	3.67	0.96	5	2	4
703	"Boys (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	1.6	0.84	3	1	1
704	"Quest, The (1996)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	2.31	1.14	4	1	2
705	"Cosi (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3.83	0.77	5	1	4
706	"Sunset Park (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2.5	2.12	4	1	2.5
707	"Mulholland Falls (1996)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	275	3.09	0.9	5	1	3
708	"Truth About Cats & Dogs, The (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	679	3.43	0.91	5	1	3
709	"Oliver & Company (1988)"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	3.04	1.05	5	1	3
710	"Celtic Pride (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51	2.33	1.05	4	1	2
711	"Flipper (1996)"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	2.5	1.08	5	1	3
712	"Captives (1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3.5	0.71	4	3	3.5
714	"Dead Man (1995)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	153	3.89	1.1	5	1	4
715	"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	52	3.62	1.07	5	1	4
716	"Switchblade Sisters (1975)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	2.68	1.12	5	1	3
717	"Mouth to Mouth (Boca a boca) (1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	NA	4	4	4
718	"Visitors, The (Les Visiteurs) (1993)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	3.48	1.37	5	1	4
719	"Multiplicity (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	239	2.86	1.04	5	1	3
720	"Wallace & Gromit: The Best of Aardman Animation (1996)"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	4.43	0.8	5	1	5
722	"Haunted World of Edward D. Wood Jr., The (1995)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	27	3.81	0.68	5	2	4
724	"Craft, The (1996)"	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	416	3.09	1.02	5	1	3
725	"Great White Hype, The (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	91	2.79	1.04	5	1	3
726	"Last Dance (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	3	0.5	4	2	3
728	"Cold Comfort Farm (1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	217	3.76	0.9	5	1	4
729	"Institute Benjamenta, or This Dream People Call Human Life (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3.67	1.53	5	2	4
730	"Low Life, The (1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	1
731	"Heaven's Prisoners (1996)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	47	2.85	0.83	5	1	3
732	"Original Gangstas (1996)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	2.83	0.98	4	1	3
733	"Rock, The (1996)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1340	3.72	0.96	5	1	4
734	"Getting Away With Murder (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	4	2	3
735	"Cemetery Man (Dellamorte Dellamore) (1994)"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	101	3.36	1.3	5	1	4
736	"Twister (1996)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1110	3.17	1.1	5	1	3
737	"Barb Wire (1996)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	2.03	1.09	5	1	2
741	"Ghost in the Shell (Kokaku kidotai) (1995)"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	4.09	0.94	5	1	4
742	"Thinner (1996)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	174	2.53	1.11	5	1	3
743	"Spy Hard (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	107	2.57	1.2	5	1	3
744	"Brothers in Trouble (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	1	3	1	2
745	"Close Shave, A (1995)"	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	657	4.52	0.67	5	1	5
746	"Force of Evil (1948)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	4	0.77	5	3	4
747	"Stupids, The (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	55	2	1.15	5	1	2
748	"Arrival, The (1996)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	417	3.15	0.96	5	1	3
749	"Man from Down Under, The (1943)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	2.75	1.26	4	1	3
750	"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1367	4.45	0.81	5	1	5
751	"Careful (1992)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3.53	1.36	5	1	4
753	"Month by the Lake, A (1995)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	32	3.16	0.95	5	1	3
754	"Gold Diggers: The Secret of Bear Mountain (1995)"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2.92	1.38	5	1	3
755	"Kim (1950)"	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	3.78	0.44	4	3	4
756	"Carmen Miranda: Bananas Is My Business (1994)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	0.82	4	2	3
757	"Ashes of Time (1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	3.75	0.5	4	3	4
758	"Jar, The (Khomreh) (1992)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	NA	4	4	4
759	"Maya Lin: A Strong Clear Vision (1994)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	59	4.1	1.01	5	1	4
760	"Stalingrad (1993)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	33	3.52	0.97	5	1	4
761	"Phantom, The (1996)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	2.79	1.04	5	1	3
762	"Striptease (1996)"	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	298	2.18	0.99	5	1	2
763	"Last of the High Kings, The (a.k.a. Summer Fling) (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	NA	3	3	3
764	"Heavy (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	74	3.27	0.96	5	1	3
765	"Jack (1996)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	171	2.63	1.06	5	1	3
766	"I Shot Andy Warhol (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	100	3.57	0.95	5	1	4
767	"Grass Harp, The (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24	3.21	0.78	5	2	3
769	"Marlene Dietrich: Shadow and Light (1996)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	3.25	1.22	5	1	3.5
771	"Vie est belle, La (Life is Rosey) (1987)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	18	3.78	1.06	5	1	4
774	"Wend Kuuni (God's Gift) (1982)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	NA	4	4	4
775	"Spirits of the Dead (Tre Passi nel Delirio) (1968)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	3.22	1.2	5	1	3
776	"Babyfever (1994)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	3	1.41	4	1	3.5
778	"Trainspotting (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	751	3.96	1.02	5	1	4
779	"'Til There Was You (1997)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	52	2.69	1.02	5	1	3
780	"Independence Day (ID4) (1996)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1730	3.51	1.11	5	1	4
781	"Stealing Beauty (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	103	3.38	1.06	5	1	4
782	"Fan, The (1996)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	145	2.55	1.02	5	1	3
783	"Hunchback of Notre Dame, The (1996)"	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	390	3.22	1.02	5	1	3
784	"Cable Guy, The (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	385	2.73	1.12	5	1	3
785	"Kingpin (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	765	3.48	1.12	5	1	4
786	"Eraser (1996)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	460	3.12	1.02	5	1	3
787	"Gate of Heavenly Peace, The (1995)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	5	0	5	5	5
788	"Nutty Professor, The (1996)"	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	948	3	1.07	5	1	3
789	"I, Worst of All (Yo, la peor de todas) (1990)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	1.41	4	2	3
790	"An Unforgettable Summer (1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	NA	3	3	3
791	"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3.5	0.71	4	3	3.5
792	"Hungarian Fairy Tale, A (1987)"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	NA	4	4	4
793	"My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	2.6	1.43	5	1	2
796	"Very Natural Thing, A (1974)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3.33	1.15	4	2	4
798	"Daylight (1996)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	204	2.71	0.98	5	1	3
799	"Frighteners, The (1996)"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	338	3.35	1.03	5	1	3
800	"Lone Star (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	630	4.08	0.91	5	1	4
801	"Harriet the Spy (1996)"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	121	3.1	1.15	5	1	3
802	"Phenomenon (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	427	3.5	0.99	5	1	4
803	"Walking and Talking (1996)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	57	3.68	0.91	5	2	4
804	"She's the One (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	233	2.98	0.97	5	1	3
805	"Time to Kill, A (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	344	3.59	0.93	5	1	4
806	"American Buffalo (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	60	3.17	0.87	5	1	3
807	"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	14	3	1.18	4	1	3.5
808	"Alaska (1996)"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	3.4	1.09	5	1	4
809	"Fled (1996)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	2.57	0.97	4	1	3
810	"Kazaam (1996)"	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	120	1.47	0.8	5	1	1
811	"Bewegte Mann, Der (1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3.89	0.93	5	3	4
813	"Larger Than Life (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2.51	1.06	5	1	3
814	"Boy Called Hate, A (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	NA	3	3	3
815	"Power 98 (1995)"	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	1.26	4	1	1.5
818	"Very Brady Sequel, A (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2.56	1.15	5	1	3
820	"Death in the Garden (Mort en ce jardin, La) (1956)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	3.25	1.5	4	1	4
821	"Crude Oasis, The (1995)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1.41	3	1	2
823	"Collectionneuse, La (1967)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	3.25	1.71	5	1	3.5
824	"Kaspar Hauser (1993)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28	3.93	1.09	5	1	4
826	"Diebinnen (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	1
827	"Convent, The (Convento, O) (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	3	3	3
828	"Adventures of Pinocchio, The (1996)"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	2.91	1.25	5	1	3
829	"Joe's Apartment (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	131	2.29	1.13	5	1	2
830	"First Wives Club, The (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	295	2.95	1.09	5	1	3
831	"Stonewall (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	3.85	0.93	5	1	4
832	"Ransom (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	564	3.48	0.92	5	1	4
833	"High School High (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	78	2.18	0.98	4	1	2
834	"Phat Beach (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1.15	3	1	2
835	"Foxfire (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	103	3.13	1	5	1	3
836	"Chain Reaction (1996)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	237	2.65	1.01	5	1	3
837	"Matilda (1996)"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	218	3.48	1.07	5	1	4
838	"Emma (1996)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	501	3.88	0.93	5	1	4
839	"Crow: City of Angels, The (1996)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	135	2.21	1.1	5	1	2
840	"House Arrest (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	2.56	1.13	5	1	3
841	"Eyes Without a Face (1959)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	25	3.4	1.44	5	1	4
842	"Tales from the Crypt Presents: Bordello of Blood (1996)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	151	2.59	1.16	5	1	3
843	"Lotto Land (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	1
844	"Story of Xinghua, The (1993)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	3.57	0.98	5	2	4
846	"Flirt (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38	3.74	1.08	5	1	4
847	"Big Squeeze, The (1996)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	7	1.86	0.9	3	1	2
848	"Spitfire Grill, The (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	156	3.44	1.07	5	1	4
849	"Escape from L.A. (1996)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	511	2.51	1.1	5	1	2
850	"Cyclo (1995)"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	30	3.67	0.92	5	2	4
851	"Basquiat (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	127	3.5	0.91	5	1	4
852	"Tin Cup (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	615	3.22	0.94	5	1	3
853	"Dingo (1992)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4	1	5	3	4
854	"Ballad of Narayama, The (Narayama Bushiko) (1958)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	3.62	1.77	5	1	4.5
858	"Godfather, The (1972)"	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2223	4.52	0.78	5	1	5
859	"Hippie Revolution, The (1996)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	NA	2	2	2
860	"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3.6	0.84	5	2	4
861	"Supercop (1992)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	273	3.51	0.99	5	1	4
862	"Manny & Lo (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	31	3.65	0.88	5	2	4
863	"Celestial Clockwork (1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3.5	0.85	5	2	3.5
864	"Wife, The (1995)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	12	3.58	1	5	2	4
865	"Small Faces (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	NA	2	2	2
866	"Bound (1996)"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	572	3.82	0.95	5	1	4
867	"Carpool (1996)"	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	24	2.21	1.1	4	1	2
868	"Death in Brunswick (1991)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	NA	3	3	3
869	"Kansas City (1996)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	42	3.1	0.85	5	2	3
870	"Gone Fishin' (1997)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	49	2.18	1.09	4	1	2
872	"Aiqing wansui (1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	NA	3	3	3
874	"Killer: A Journal of Murder (1995)"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	8	3.12	1.55	5	1	3
875	"Nothing to Lose (1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	44	3.39	1.13	5	1	4
876	"Police Story 4: Project S (Chao ji ji hua) (1993)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2.86	1.28	5	1	3
877	"Girls Town (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24	3.29	1.16	5	1	3
878	"Bye-Bye (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	NA	4	4	4
879	"Relic, The (1997)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	237	2.83	1.09	5	1	3
880	"Island of Dr. Moreau, The (1996)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	324	2.2	1.05	5	1	2
881	"First Kid (1996)"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	77	2.62	1.11	5	1	3
882	"Trigger Effect, The (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	59	2.71	1.03	4	1	3
884	"Sweet Nothing (1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	3	3	3
885	"Bogus (1996)"	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	43	2.58	1.3	5	1	2
886	"Bulletproof (1996)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	2.94	1.06	5	1	3
887	"Talk of Angels (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2.5	2.12	4	1	2.5
888	"Land Before Time III: The Time of the Great Giving (1995)"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	2.21	1.25	5	1	2
889	"1-900 (1994)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2.5	0.71	3	2	2.5
891	"Halloween: The Curse of Michael Myers (1995)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	183	2.36	1.24	5	1	2
892	"Twelfth Night (1996)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	152	3.86	0.88	5	1	4
893	"Mother Night (1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	69	3.7	1	5	1	4
895	"Venice/Venice (1992)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	1
896	"Wild Reeds (1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	51	3.43	1.12	5	1	4
897	"For Whom the Bell Tolls (1943)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	98	3.76	0.92	5	1	4
898	"Philadelphia Story, The (1940)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	582	4.3	0.83	5	1	4
899	"Singin' in the Rain (1952)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	751	4.28	0.89	5	1	5
900	"American in Paris, An (1951)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	343	3.85	0.99	5	1	4
901	"Funny Face (1957)"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	174	3.64	1.04	5	1	4
902	"Breakfast at Tiffany's (1961)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	676	3.91	0.96	5	1	4
903	"Vertigo (1958)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	905	4.27	0.8	5	1	4
904	"Rear Window (1954)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1050	4.48	0.69	5	1	5
905	"It Happened One Night (1934)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	374	4.28	0.8	5	1	4
906	"Gaslight (1944)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	187	4.1	0.82	5	1	4
907	"Gay Divorcee, The (1934)"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	105	3.92	0.98	5	1	4
908	"North by Northwest (1959)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1315	4.38	0.73	5	1	5
909	"Apartment, The (1960)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	417	4.13	0.81	5	1	4
910	"Some Like It Hot (1959)"	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	832	4.3	0.82	5	1	4
911	"Charade (1963)"	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	306	4.18	0.83	5	1	4
912	"Casablanca (1942)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1669	4.41	0.83	5	1	5
