"userID"	"sex"	"age"	"occupation"	"zip.code"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1426	"M"	18	14	"94070"	382	3.49	1.05	5	1	4
1427	"M"	25	12	"21401"	153	3.65	1.1	5	1	4
1428	"F"	45	11	"40204"	52	4.21	0.96	5	1	4
1429	"F"	35	3	"11229"	24	3.29	1.04	5	1	3
1430	"M"	18	4	"97215"	116	4.16	0.91	5	1	4
1431	"M"	56	6	"91011"	21	3.38	0.86	5	2	4
1432	"M"	35	1	"94549"	35	3.54	0.89	5	2	4
1433	"F"	18	14	"49505"	89	3.34	0.98	5	1	3
1434	"F"	1	10	"495321"	279	2.41	1.34	5	1	2
1435	"M"	25	14	"48103"	35	3.46	1.04	5	1	4
1436	"F"	50	6	"97005"	66	3.97	0.86	5	1	4
1437	"M"	50	3	"89102"	155	4.54	0.7	5	1	5
1438	"M"	18	2	"21222"	44	3.48	1.25	5	1	3
1439	"M"	35	3	"98037"	30	3.9	1.03	5	1	4
1440	"M"	35	12	"94520"	136	3.35	1.15	5	1	3
1441	"M"	35	16	"54729"	102	3.63	1.01	5	1	4
1442	"M"	18	2	"12345"	160	3.3	1.2	5	1	3
1443	"M"	35	2	"98055"	40	4.25	0.9	5	2	5
1444	"F"	25	4	"91106"	29	3.69	0.97	5	2	4
1445	"M"	25	2	"98109"	31	2.9	1.74	5	1	2
1446	"M"	35	12	"10128"	97	4.45	0.89	5	1	5
1447	"M"	18	4	"80521"	990	3.24	1.19	5	1	3
1448	"F"	25	3	"17522"	1038	3.78	0.99	5	1	4
1449	"M"	35	20	"17112"	1243	2.81	1.12	5	1	3
1450	"M"	18	4	"94704"	109	2.99	1.07	5	1	3
1451	"M"	35	20	"90012"	751	3.9	0.99	5	1	4
1452	"F"	56	13	"90732"	20	4.15	0.88	5	2	4
1453	"M"	25	14	"19444"	28	3.57	0.96	5	2	3
1454	"M"	18	4	"93117"	22	3.86	0.83	5	3	4
1455	"F"	45	0	"92126"	61	3.75	0.83	5	2	4
1456	"M"	25	2	"98074"	22	4.05	1.13	5	1	4
1457	"M"	25	1	"95472"	307	3.95	0.97	5	1	4
1458	"M"	1	0	"08055"	97	3.99	1.08	5	1	4
1459	"F"	25	0	"80027"	21	4.05	1.36	5	1	5
1460	"F"	18	4	"95132"	28	3.04	1.64	5	1	3
1461	"F"	45	0	"94115"	50	3.34	1.44	5	1	4
1462	"M"	35	16	"95405"	38	3.5	1.11	5	1	3.5
1463	"M"	50	16	"92612-3417"	116	3.59	0.72	5	2	4
1464	"M"	35	12	"75063"	108	3.68	0.77	5	1	4
1465	"M"	50	16	"93003"	611	3.74	0.9	5	1	4
1466	"M"	18	4	"29201"	252	3.63	1.03	5	1	4
1467	"M"	25	5	"97007"	88	3.53	0.91	5	1	3.5
1468	"M"	1	14	"19147"	102	3.52	1.18	5	1	4
1469	"M"	56	20	"95420"	32	4.06	1.05	5	1	4
1470	"M"	18	4	"94118"	710	2.69	1.24	5	1	3
1471	"M"	25	17	"11106"	27	3.81	1.08	5	1	4
1472	"M"	25	7	"90248"	233	3.6	0.99	5	1	4
1473	"M"	25	14	"06511"	240	2.97	1.07	5	1	3
1474	"M"	25	4	"98115"	130	3.78	1.09	5	1	4
1475	"F"	25	2	"75075"	79	3.9	1.37	5	1	5
1476	"F"	18	0	"91030"	70	3.76	0.86	5	2	4
1477	"F"	45	1	"90601"	33	4.06	0.93	5	1	4
1478	"M"	1	10	"92620"	32	3.94	1.22	5	1	4
1479	"F"	50	2	"94501"	29	4.1	1.05	5	1	4
1480	"M"	25	20	"91367"	43	3.4	1.07	5	1	3
1481	"M"	35	17	"77096"	100	4.38	0.69	5	2	4
1482	"M"	25	7	"94132"	61	3.23	1.16	5	1	3
1483	"M"	18	4	"54481"	258	3.1	1.36	5	1	3
1484	"M"	25	12	"07054"	314	3.61	0.99	5	1	4
1485	"F"	25	9	"80538"	23	3.91	1.12	5	1	4
1486	"M"	25	16	"90638"	48	3.58	0.82	5	2	3.5
1487	"M"	35	7	"07644"	41	3.22	1.21	5	1	3
1488	"M"	25	7	"94538"	21	4.1	1.14	5	1	4
1489	"F"	35	2	"60201"	489	2.44	1.24	5	1	2
1490	"M"	50	7	"90505"	180	4.1	0.71	5	1	4
1491	"M"	18	4	"06511"	253	3.25	1.11	5	1	3
1492	"M"	25	12	"98102"	107	3.21	1.55	5	1	4
1493	"F"	25	14	"60657"	20	3.75	1.12	5	1	4
1494	"M"	25	17	"38104"	98	3.8	1.28	5	1	4
1495	"M"	18	0	"77341"	182	2.62	1.24	5	1	2
1496	"M"	25	17	"94108"	597	2.86	1	5	1	3
1497	"M"	50	5	"80220"	199	3.86	0.89	5	1	4
1498	"M"	18	4	"02139"	116	3.83	0.83	5	1	4
1499	"M"	1	10	"19343"	130	3.94	1.03	5	1	4
1500	"M"	25	17	"98115"	115	3.9	1.12	5	1	4
1501	"M"	25	11	"75801"	542	3.73	0.89	5	1	4
1502	"M"	18	4	"12188"	273	3.4	1.15	5	1	4
1503	"M"	25	12	"92688"	272	3.51	0.79	5	1	4
1504	"M"	18	19	"22030"	42	3.64	0.96	5	2	3.5
1505	"M"	50	11	"90041"	318	3.74	0.95	5	1	4
1506	"M"	25	7	"08550"	105	3.81	0.92	5	1	4
1507	"M"	35	17	"95476"	108	4.19	0.81	5	2	4
1508	"F"	1	10	"94539"	29	3.31	1.34	5	1	3
1509	"M"	1	0	"11803"	297	2.98	1.07	5	1	3
1510	"F"	25	1	"48067"	33	3.61	1.25	5	1	4
1511	"M"	35	12	"08902"	91	4.09	0.77	5	2	4
1512	"M"	25	20	"11102"	34	3.24	1.16	5	1	3
1513	"F"	35	16	"95003"	143	4.06	0.71	5	2	4
1514	"M"	18	4	"97215"	127	3.76	1.16	5	1	4
1515	"M"	25	16	"48324"	24	3.75	0.99	5	1	4
1516	"F"	25	12	"53154"	292	3.12	1.44	5	1	3
1517	"M"	18	0	"10002"	64	3.61	1.06	5	1	4
1518	"M"	25	2	"95831"	25	4.48	0.59	5	3	5
1519	"M"	18	4	"38120"	87	3.53	1.3	5	1	4
1520	"M"	25	17	"94506"	23	4	1.21	5	1	4
1521	"F"	25	7	"08902"	72	3.26	1.23	5	1	3
1522	"M"	35	20	"10025"	78	3.64	0.85	5	2	4
1523	"M"	25	17	"95209"	92	3.72	0.99	5	1	4
1524	"M"	18	4	"06459"	253	3.74	1.28	5	1	4
1525	"F"	25	16	"94706"	101	3.66	0.78	5	2	4
1526	"M"	56	17	"80538"	32	4.16	0.77	5	2	4
1527	"M"	18	10	"78230"	104	3.15	1.07	5	1	3
1528	"M"	25	15	"94903"	69	4.09	1.05	5	1	4
1529	"M"	18	4	"97266"	30	3.77	1.07	5	1	4
1530	"M"	25	4	"53711"	404	3.85	0.78	5	1	4
1531	"M"	45	17	"60462"	39	3.46	0.88	5	1	3
1532	"M"	18	14	"43613"	126	4.1	1.36	5	1	5
1533	"M"	45	1	"71711"	75	3.84	0.89	5	1	4
1534	"M"	50	12	"12184"	21	3.62	1.28	5	1	4
1535	"F"	18	20	"90036"	29	3.9	1.47	5	1	5
1536	"F"	35	3	"83001"	36	4.22	1.12	5	1	4.5
1537	"M"	18	20	"02446"	38	3.76	1.13	5	1	4
1538	"M"	25	3	"22601"	93	3.99	0.73	5	2	4
1539	"M"	25	3	"02359"	27	4.37	0.63	5	3	4
1540	"M"	45	0	"97214"	118	3.81	0.6	5	1	4
1541	"M"	56	17	"23464-3016"	26	4.42	0.81	5	3	5
1542	"M"	18	17	"12054"	293	3.67	0.94	5	1	4
1543	"M"	25	11	"10549"	173	3.46	0.91	5	1	3
1544	"M"	25	12	"63146"	165	3.69	1.05	5	1	4
1545	"M"	25	20	"20009"	217	3.1	0.86	5	1	3
1546	"M"	25	4	"22903"	342	3.75	1.05	5	1	4
1547	"M"	56	13	"02115"	134	3.93	0.98	5	1	4
1548	"M"	35	1	"53703"	48	3.58	1.37	5	1	4
1549	"M"	35	6	"20901"	21	3.62	1.07	5	1	4
1550	"M"	18	4	"11580"	29	3.93	1	5	2	4
1551	"M"	25	11	"20008"	166	3.94	1	5	1	4
1552	"M"	45	20	"10021"	255	3.69	1.27	5	1	4
1553	"F"	25	15	"64116"	43	3.72	1.24	5	1	4
1554	"F"	35	12	"17013"	31	3.81	1.08	5	1	4
1555	"F"	18	0	"20008"	79	4.35	0.89	5	1	5
1556	"M"	18	4	"48073"	345	3.21	1.07	5	1	3
1557	"F"	18	4	"10039"	57	3.98	1.32	5	1	4
1558	"M"	18	6	"60611"	26	4.12	1.07	5	1	4
1559	"M"	35	8	"10014"	51	3.59	0.98	5	2	4
1560	"F"	25	3	"85226"	164	3.49	1.2	5	1	4
1561	"F"	18	4	"11214"	161	4.01	0.92	5	2	4
1562	"M"	18	20	"43611"	38	2.87	1.09	5	1	3
1563	"F"	1	10	"87123"	84	3.81	1.15	5	1	4
1564	"M"	50	1	"01096"	124	3.06	1.12	5	1	3
1565	"M"	45	17	"78731"	47	3.74	0.82	5	1	4
1566	"M"	35	16	"77550"	24	3.5	1.44	5	1	4
1567	"M"	25	12	"06511"	100	3.89	0.98	5	2	4
1568	"F"	1	10	"94086"	28	4	0.67	5	3	4
1569	"F"	56	13	"07701"	90	4.59	0.69	5	2	5
1570	"M"	18	17	"75093"	66	3.55	1.07	5	1	4
1571	"M"	25	20	"98033"	153	3.95	0.71	5	2	4
1572	"F"	25	3	"02155"	45	3.18	1.11	5	1	3
1573	"M"	1	0	"77479"	29	3.69	1.11	5	1	4
1574	"M"	25	6	"81007"	52	3.6	1.39	5	1	4
1575	"F"	50	7	"94949"	54	3.87	0.85	5	2	4
1576	"F"	45	9	"85202"	48	3.88	1.1	5	1	4
1577	"M"	56	0	"72227-5733"	125	4.1	0.76	5	2	4
1578	"M"	18	4	"22201"	31	4.16	1.1	5	1	5
1579	"M"	25	0	"60201"	765	3.45	0.89	5	1	4
1580	"F"	18	4	"76201"	37	3.54	0.8	5	2	4
1581	"F"	18	4	"10003"	41	3.22	1.19	5	1	3
1582	"M"	18	0	"10705"	22	3.64	1.14	5	1	4
1583	"M"	35	6	"94115"	52	3.73	1.14	5	1	4
1584	"M"	25	19	"45701"	461	3.33	1.18	5	1	3
1585	"M"	56	20	"92315"	112	3.61	0.99	5	1	4
1586	"M"	45	7	"77351"	415	4.42	0.76	5	2	5
1587	"F"	25	3	"30308"	554	3.33	1.1	5	1	3
1588	"M"	25	11	"22043"	47	4.17	0.99	5	2	4
1589	"M"	25	0	"95136"	99	3.78	0.89	5	1	4
1590	"M"	35	1	"95003"	40	4	1.04	5	1	4
1591	"M"	50	7	"26501"	314	4.34	0.81	5	1	5
1592	"M"	35	7	"50111"	306	3.62	0.86	5	1	4
1593	"M"	25	16	"78411"	206	3.04	0.97	5	1	3
1594	"F"	35	20	"10013"	147	3.73	0.97	5	2	4
1595	"M"	35	1	"92683-1892"	133	4.05	0.92	5	1	4
1596	"F"	18	5	"48108"	23	3.57	1.38	5	1	4
1597	"M"	25	12	"10002"	230	3.56	1.22	5	1	4
1598	"M"	35	13	"76548"	184	3.49	0.97	5	1	4
1599	"M"	25	0	"92646"	550	3.3	1.03	5	1	3
1600	"M"	35	7	"08234"	394	3.43	1.04	5	1	4
1601	"M"	25	12	"83001"	205	3.91	1.05	5	1	4
1602	"F"	25	7	"10562"	120	4.1	0.96	5	1	4
1603	"F"	25	0	"13326"	70	3.84	0.93	5	2	4
1604	"M"	25	11	"50111"	24	4.17	0.76	5	2	4
1605	"F"	18	0	"28270"	964	3.31	0.79	5	1	3
1606	"F"	35	3	"55405"	206	3.79	1.06	5	1	4
1607	"M"	45	1	"02135"	276	3.18	0.98	5	1	3
1608	"M"	25	11	"75230"	144	2.08	1.22	5	1	2
1609	"F"	35	9	"06830"	359	3.42	0.89	5	1	3
1610	"M"	25	11	"55555"	28	3.96	0.92	5	2	4
1611	"M"	25	0	"03867"	556	3.57	1.11	5	1	4
1612	"M"	25	17	"11354"	23	3.65	1.11	5	1	4
1613	"M"	18	20	"61801"	795	3.43	1.15	5	1	4
1614	"M"	35	0	"90027"	61	3.39	0.88	5	1	3
1615	"F"	45	7	"10022"	21	3.05	0.97	5	2	3
1616	"M"	25	0	"16101"	254	3.13	1.33	5	1	3
1617	"M"	25	12	"44060"	228	3.08	1.35	5	1	3
1618	"M"	50	0	"44139"	91	4.21	0.96	5	1	4
1619	"M"	50	3	"48843"	33	4.03	0.85	5	2	4
1620	"M"	25	20	"48009"	36	3.94	1.04	5	1	4
1621	"M"	25	4	"11423"	22	3.14	0.64	4	2	3
1622	"M"	18	4	"53715"	26	3.73	0.92	5	2	4
1623	"M"	50	15	"07746"	70	4.21	0.72	5	3	4
1624	"M"	25	0	"06810"	350	3.01	1.48	5	1	3
1625	"M"	45	0	"04330"	45	3.36	0.77	5	2	3
1626	"M"	18	4	"10010"	271	3.44	1.2	5	1	4
1627	"M"	18	17	"91505"	48	2.98	1.31	5	1	3
1628	"M"	18	20	"90028"	451	3.75	1.06	5	1	4
1629	"M"	18	4	"10003"	65	3.49	1.23	5	1	4
1630	"M"	45	17	"91355"	117	2.26	1.09	5	1	2
1631	"F"	50	0	"94514"	260	3.84	0.91	5	1	4
1632	"M"	25	16	"94120"	768	2.78	1.11	5	1	3
1633	"F"	45	7	"99701"	34	2.97	1.06	5	1	3
1634	"F"	56	0	"38340"	106	3.58	1.14	5	1	4
1635	"M"	25	0	"97212"	793	3.78	1.08	5	1	4
1636	"F"	25	19	"60612"	170	2.8	1.45	5	1	3
1637	"M"	56	0	"90049"	85	3.99	0.91	5	1	4
1638	"F"	18	17	"95405"	39	4.21	0.77	5	2	4
1639	"M"	25	17	"95405"	551	3.66	0.99	5	1	4
1640	"M"	35	17	"95610"	161	2.47	1.04	5	1	2
1641	"M"	25	0	"95819"	232	2.68	1.33	5	1	3
1642	"M"	50	13	"62002"	74	3.5	1.04	5	1	4
1643	"M"	45	2	"90813"	233	4.29	0.85	5	1	4
1644	"M"	18	12	"90210"	48	3.06	1.33	5	1	3
1645	"F"	18	9	"62225"	522	4.06	1.12	5	1	4
1646	"M"	25	20	"90046"	62	3.06	1.49	5	1	3
1647	"M"	18	18	"98118"	882	3.23	1.07	5	1	3
1648	"M"	50	14	"85202"	149	3.44	1	5	1	4
1649	"M"	18	19	"98034"	57	3.84	1.18	5	1	4
1650	"M"	25	19	"94607"	213	3.65	0.91	5	1	4
1651	"M"	25	12	"94520"	35	3.2	0.83	5	2	3
1652	"M"	25	16	"98208"	27	3.37	1.15	5	1	3
1653	"M"	18	0	"94044"	25	3.92	1	5	2	4
1654	"F"	45	0	"94114"	47	4.45	0.97	5	1	5
1655	"M"	18	4	"94507"	175	3.8	0.99	5	1	4
1656	"M"	25	17	"94122"	25	3.48	1.12	5	2	3
1657	"F"	45	0	"10022"	45	3.89	1.32	5	1	4
1658	"F"	35	6	"94214"	398	3.42	0.98	5	1	4
1659	"F"	18	9	"99703"	57	2.77	1.41	5	1	3
1660	"F"	25	2	"94577"	62	3.97	0.9	5	2	4
1661	"M"	35	7	"80526"	37	3.89	0.88	5	2	4
1662	"M"	25	12	"94121"	25	3.64	1.22	5	1	4
1663	"M"	18	4	"77845"	46	4.13	0.91	5	1	4
1664	"F"	18	4	"76707"	20	3.4	1.39	5	1	3.5
1665	"M"	45	17	"87505"	63	3.68	1.2	5	1	4
1666	"M"	25	14	"15241"	397	3.34	0.79	5	1	3
1667	"M"	50	16	"98516"	499	3.41	0.88	5	1	3
1668	"M"	35	2	"95602"	29	4	0.96	5	2	4
1669	"F"	25	17	"75006"	30	3.73	0.69	5	2	4
1670	"F"	56	13	"95320"	56	4.71	0.59	5	3	5
1671	"M"	35	0	"98368"	638	3.86	0.99	5	1	4
1672	"M"	25	17	"93933"	39	3.74	1.19	5	1	4
1673	"M"	1	10	"98043-3621"	81	4.37	0.78	5	2	5
1674	"M"	35	2	"95816"	22	3.73	0.88	5	2	4
1675	"F"	25	6	"97116"	565	3.21	1.19	5	1	3
1676	"M"	18	4	"91301"	865	3.49	1.06	5	1	4
1677	"M"	18	14	"97123"	43	3.56	1.4	5	1	4
1678	"F"	18	17	"97070"	122	3.45	0.97	5	1	3
1679	"M"	25	12	"98052"	82	3.93	0.89	5	1	4
1680	"M"	25	20	"95380"	1850	3.56	1.17	5	1	4
1681	"M"	18	4	"78705"	121	4.13	0.82	5	1	4
1682	"M"	25	2	"98102"	27	4.41	0.8	5	2	5
1683	"F"	25	7	"98109"	175	3.49	1.38	5	1	4
1684	"M"	18	3	"85226"	62	4.03	0.77	5	2	4
1685	"M"	35	12	"95833"	430	3.57	0.88	5	2	4
1686	"M"	35	12	"94062"	28	3.54	1.07	5	2	4
1687	"M"	25	3	"85013"	393	3.53	1.22	5	1	4
1688	"F"	18	4	"34243"	132	3.58	1.41	5	1	4
1689	"M"	35	5	"98465"	128	3.61	0.82	5	1	4
1690	"M"	35	16	"98029"	149	3.52	1.08	5	1	4
1691	"F"	25	17	"85301"	50	3.52	1.3	5	1	4
1692	"M"	35	20	"97333"	207	4.48	0.64	5	2	5
1693	"M"	25	12	"98684"	310	3.74	0.94	5	1	4
1694	"M"	25	12	"98116"	398	3.74	0.93	5	1	4
1695	"M"	25	1	"97206"	196	3.65	1.25	5	1	4
1696	"M"	35	7	"95765"	314	3.62	1.09	5	1	4
1697	"F"	18	4	"98052"	354	4.18	0.77	5	2	4
1698	"M"	35	2	"97214"	957	3.93	0.92	5	1	4
1699	"F"	25	19	"98102"	348	4.31	0.75	5	1	4
1700	"M"	25	20	"98119"	45	3.53	1.18	5	1	4
1701	"F"	25	4	"97233"	552	3.55	0.97	5	1	4
1702	"M"	18	10	"97303"	80	4.55	0.73	5	1	5
1703	"M"	18	15	"77047"	26	4.08	0.89	5	2	4
1704	"M"	25	4	"98926"	36	4.19	1.04	5	1	5
1705	"F"	18	4	"85033"	85	3.69	0.8	5	2	4
1706	"M"	25	20	"19134"	210	3.8	1.1	5	1	4
1707	"M"	50	1	"95070"	88	4.33	0.84	5	2	5
1708	"M"	25	0	"64106"	22	3.86	0.83	5	3	4
1709	"M"	25	0	"73147"	210	3.7	1.29	5	1	4
1710	"M"	18	0	"94530"	79	3.66	1.18	5	1	4
1711	"F"	18	4	"30134"	29	3.62	0.86	5	2	4
1712	"M"	25	0	"73003"	511	3.51	1.11	5	1	4
1713	"M"	25	0	"47421"	21	3.33	1.35	5	1	3
1714	"M"	25	17	"43212"	274	3.51	0.86	5	1	3.5
1715	"M"	25	16	"53406"	46	3.46	1.38	5	1	3.5
1716	"M"	25	0	"43229"	195	3.48	1.07	5	1	4
1717	"F"	50	6	"30307"	424	3.82	1.3	5	1	4
1718	"M"	18	4	"43235"	32	4.47	0.76	5	2	5
1719	"M"	18	16	"60523"	26	2.77	1.27	5	1	3
1720	"M"	18	4	"94720"	46	4.02	0.71	5	2	4
1721	"M"	18	19	"70043"	115	2.37	1.25	5	1	2
1722	"M"	35	0	"72058"	206	4.24	0.81	5	1	4
1723	"M"	35	17	"60103"	146	3.67	1.11	5	1	4
1724	"M"	18	4	"00961"	159	4.1	0.78	5	1	4
1725	"M"	18	19	"67218"	36	3.75	1.05	5	1	4
1726	"M"	25	2	"60160"	382	2.35	1.39	5	1	2
1727	"M"	35	16	"50317"	514	4.04	0.69	5	2	4
1728	"M"	18	4	"11710-1641"	47	4.21	0.88	5	2	4
1729	"M"	25	7	"53715"	58	3.09	0.9	5	1	3
1730	"F"	18	4	"60137"	24	3.5	0.83	5	2	4
1731	"F"	18	0	"91601"	68	3.4	1.13	5	1	3
1732	"M"	18	4	"13655"	34	4.47	0.71	5	3	5
1733	"M"	18	14	"43725"	839	3.53	0.95	5	1	4
1734	"M"	45	17	"94602"	74	4.27	0.65	5	3	4
1735	"M"	18	20	"30605"	77	3.23	0.81	5	2	3
1736	"M"	56	8	"00606"	195	3.24	1.16	5	1	3
1737	"M"	35	20	"46614"	775	3.41	0.99	5	1	4
1738	"M"	35	16	"30034"	67	3.73	0.95	5	1	4
1739	"M"	56	16	"77079"	78	3.77	0.92	5	1	4
1740	"M"	56	1	"96153"	66	4	0.99	5	1	4
1741	"M"	35	7	"91107"	660	3.98	1.13	5	1	4
1742	"M"	25	15	"08109"	47	3.62	0.99	5	1	4
1743	"M"	35	17	"77566"	95	3.97	1.11	5	1	4
1744	"M"	35	12	"50325"	140	4.06	0.83	5	2	4
1745	"M"	45	0	"94114"	70	3.71	0.78	5	1	4
1746	"M"	25	4	"33157"	326	4.4	0.97	5	1	5
1747	"M"	25	0	"90638"	108	2.14	1.06	5	1	2
1748	"M"	50	1	"04240"	589	3.49	0.78	5	1	3
1749	"M"	25	2	"10040"	562	2.92	0.96	5	1	3
1750	"M"	50	5	"10128"	73	2.97	1.47	5	1	3
1751	"M"	35	20	"77024"	21	4.43	0.93	5	1	5
1752	"M"	25	3	"96813"	434	3.83	0.96	5	1	4
1753	"M"	35	6	"90803"	284	3.94	1.07	5	1	4
1754	"M"	18	19	"27028"	29	3	1.71	5	1	3
1755	"F"	18	4	"77005"	368	3.57	1.19	5	1	4
1756	"F"	25	1	"75149"	49	3.2	1.49	5	1	4
1757	"M"	25	4	"75206"	385	3.69	1.21	5	1	4
1758	"F"	25	0	"33067-1400"	430	3.95	0.96	5	1	4
1759	"M"	25	16	"22112"	254	3.72	0.91	5	1	4
1760	"F"	25	3	"90016"	66	3.8	0.93	5	2	4
1761	"M"	35	0	"72058"	113	2.16	1.21	5	1	2
1762	"M"	25	14	"75230"	74	3.85	1.02	5	1	4
1763	"M"	35	7	"76248"	26	3.77	0.71	5	3	4
1764	"M"	18	0	"75149"	613	4.09	0.72	5	1	4
1765	"M"	18	4	"13655"	106	3.98	0.95	5	1	4
1766	"F"	45	0	"94566"	26	3.23	0.91	5	1	3
1767	"M"	25	20	"75205"	306	3.58	1	5	1	4
1768	"M"	45	16	"75067"	142	3.49	1.07	5	1	3
1769	"M"	25	17	"75240"	73	2.75	1.16	5	1	3
1770	"M"	35	16	"79605"	89	3.27	0.77	5	1	3
1771	"M"	25	17	"75044"	24	4.33	0.92	5	2	5
1772	"M"	56	2	"90680"	34	3.38	1.16	5	1	4
1773	"M"	18	4	"07030"	61	3.77	1.28	5	1	4
1774	"M"	25	17	"99003"	40	3.27	1.11	5	1	3
1775	"M"	25	4	"70115"	155	3.72	0.79	5	1	4
1776	"M"	25	0	"45801"	422	3.27	0.91	5	1	3
1777	"M"	25	20	"17022"	55	3.89	0.74	5	3	4
1778	"M"	18	4	"94704"	546	3.54	0.93	5	1	4
1779	"M"	18	1	"78133"	149	3.3	1.24	5	1	3
1780	"M"	35	1	"22181"	616	2.96	0.83	5	1	3
1781	"F"	35	0	"08009"	106	3.42	1.26	5	1	4
1782	"M"	45	0	"23454"	38	3.58	0.64	5	2	4
1783	"M"	18	4	"10027"	21	3.57	1.25	5	1	4
1784	"M"	18	20	"18104"	52	2.98	1.39	5	1	3
1785	"M"	18	4	"04901"	54	3.06	1.41	5	1	3
1786	"M"	45	1	"85721"	53	4.02	0.87	5	1	4
1787	"M"	18	8	"90210"	28	3.32	1.02	5	1	3
1788	"M"	45	2	"19104"	32	3.84	0.92	5	2	4
1789	"M"	1	10	"19116"	58	4.17	0.88	5	2	4
1790	"M"	25	0	"19152"	339	3.87	1.31	5	1	4
1791	"M"	18	4	"19146"	145	3.59	1	5	1	4
1792	"F"	25	2	"53523"	39	3.87	1.03	5	1	4
1793	"M"	25	4	"20008"	287	3.4	1.29	5	1	4
1794	"M"	25	11	"20878"	453	2.43	1.17	5	1	2
1795	"M"	18	17	"20724"	25	4.32	0.85	5	2	5
1796	"M"	50	11	"20852"	176	3.99	0.92	5	1	4
1797	"M"	35	7	"52003"	175	4.18	1.1	5	1	5
1798	"M"	45	11	"22204"	67	3.6	1.03	5	1	4
1799	"M"	35	11	"70118"	91	3.52	1.03	5	1	4
1800	"M"	18	4	"70118"	252	3.62	1.29	5	1	4
1801	"F"	25	6	"54729"	21	3.95	0.8	5	2	4
1802	"M"	18	4	"22903"	211	4.03	1.04	5	1	4
1803	"M"	25	2	"50021"	284	3.43	0.85	5	1	4
1804	"M"	25	7	"22314"	116	3.41	1.36	5	1	3.5
1805	"M"	18	4	"22401"	174	4.09	1.06	5	1	4
1806	"M"	18	4	"22032"	214	4.23	0.82	5	1	4
1807	"M"	18	17	"20742"	202	3.64	1.12	5	1	4
1808	"F"	18	4	"22031"	31	3.42	1.31	5	1	4
1809	"F"	25	14	"12189"	56	3.14	1.29	5	1	3
1810	"M"	50	13	"90210"	40	3.77	1.05	5	2	4
1811	"M"	56	2	"08825"	30	3.9	0.92	5	2	4
1812	"F"	25	12	"48103"	698	3.78	1.14	5	1	4
1813	"F"	35	6	"90035"	22	3.5	1.22	5	1	4
1814	"M"	50	7	"10014"	49	3.63	1.03	5	1	4
1815	"M"	1	1	"30707"	39	3.79	0.98	5	1	4
1816	"F"	35	9	"56007"	62	4.1	0.95	5	1	4
1817	"M"	35	1	"53706"	123	3.02	1.28	5	1	3
1818	"M"	1	8	"02254"	43	3.65	0.9	5	2	4
1819	"F"	35	12	"45249"	116	3.73	1.14	5	1	4
1820	"M"	25	20	"50265"	317	3.68	1.12	5	1	4
1821	"M"	25	20	"43315"	27	4.04	0.81	5	3	4
1822	"F"	25	0	"53713"	67	3.85	1.16	5	1	4
1823	"F"	35	1	"92801"	28	4	1.09	5	2	4
1824	"F"	18	4	"43560"	159	3.36	1.12	5	1	3
1825	"M"	25	7	"50310"	151	3.52	1.01	5	1	4
1826	"M"	45	11	"49265"	57	3.6	1.07	5	1	3
1827	"F"	25	1	"07721"	49	3.59	1.22	5	1	4
1828	"M"	18	4	"07030"	143	3.37	0.89	5	1	3
1829	"M"	25	16	"07302"	30	3.33	1.06	5	1	3
1830	"M"	18	4	"12180"	30	4.1	1.06	5	2	4.5
1831	"M"	18	4	"53190"	111	3.51	0.98	5	1	4
1832	"F"	18	4	"14433"	44	3.93	0.93	5	1	4
1833	"M"	18	17	"07030"	100	3.31	1.19	5	1	3
1834	"M"	35	5	"10990"	65	4.09	0.84	5	1	4
1835	"M"	25	19	"11501"	770	4.11	1.06	5	1	4
1836	"M"	25	0	"10016"	416	4.17	0.87	5	1	4
1837	"M"	25	2	"08817"	782	3.5	1.02	5	1	4
1838	"M"	35	7	"10011"	27	3.07	0.78	4	1	3
1839	"M"	18	4	"07940"	87	3.98	1.06	5	1	4
1840	"M"	25	12	"11217"	24	3.92	0.93	5	2	4
1841	"M"	18	0	"95037"	227	2.72	1.33	5	1	3
1842	"M"	18	4	"53190"	465	4.13	0.87	5	1	4
1843	"M"	25	12	"10014"	119	3.69	1.14	5	1	4
1844	"F"	18	4	"53711"	20	3.65	1.14	5	1	4
1845	"M"	25	2	"10002"	220	3.21	1.06	5	1	3
1846	"M"	45	12	"95051"	61	4.03	0.91	5	1	4
1847	"M"	18	4	"60047"	41	4.32	1.23	5	1	5
1848	"M"	35	5	"10011"	22	3.77	0.75	5	3	4
1849	"M"	35	7	"11747"	24	3.71	1.3	5	1	4
1850	"M"	18	5	"12582"	77	3.84	0.92	5	1	4
1851	"M"	25	19	"59602"	504	2.7	0.98	5	1	3
1852	"M"	25	12	"10036"	54	3.52	0.97	5	1	4
1853	"M"	50	0	"90803"	157	4.12	0.87	5	1	4
1854	"M"	25	0	"92346"	246	2.82	0.86	5	1	3
1855	"M"	18	4	"93004"	83	3.14	1.05	5	1	3
1856	"M"	56	7	"92065"	134	4.69	0.59	5	3	5
1857	"M"	1	10	"92106"	41	4.27	0.92	5	1	5
1858	"F"	18	4	"59715"	98	3.96	1.06	5	1	4
1859	"F"	25	4	"66049"	46	3.57	1.11	5	1	4
1860	"M"	56	16	"94591"	293	3.31	1	5	1	3
